0.000000 0.000000 209636 -1	0 1 1.000000  8.272672 7.110486 0  0.000000 0.000000 0  2.801190 0 0.445050  0.000000e+00
0.000000 0.000000 209637 -1	1 1 1.000000  -41.100610 -21.600281 0  0.000000 0.000000 0  1.580590 0 0.421057  0.000000e+00
0.000000 0.000000 211833 -1	2163 1 1.000000  3.064876 -11.202359 0  0.000000 0.000000 0  1.958588 0 0.364052  0.000000e+00
0.000000 0.000000 209639 -1	3 1 1.000000  30.034301 26.649994 0  -0.092347 0.640184 0  1.486826 0 0.399652  4.606071e-07
0.000000 0.000000 209640 -1	4 1 1.000000  -38.580846 27.944621 0  0.000000 0.000000 0  0.512983 0 0.573717  0.000000e+00
0.000000 0.000000 209641 -1	5 1 1.000000  24.428116 44.300566 0  0.500754 1.066848 0  1.161934 0 0.532243  1.163997e-06
0.000000 0.000000 209642 -1	6 1 1.000000  0.530950 -13.934205 0  0.000000 0.000000 0  2.765665 0 0.348721  0.000000e+00
0.000000 0.000000 209643 -1	7 1 1.000000  -46.513285 -38.164953 0  -0.321034 -0.061222 0  1.459551 0 0.500028  2.732742e-07
0.000000 0.000000 209644 -1	8 1 1.000000  -48.968037 28.752748 0  0.000000 0.000000 0  2.003109 0 0.527263  0.000000e+00
0.000000 0.000000 209645 -1	9 1 1.000000  -36.991554 21.331072 0  0.000000 0.000000 0  2.473517 0 0.507859  0.000000e+00
0.000000 0.000000 209646 -1	10 1 1.000000  -47.963767 32.293711 0  0.000000 0.000000 0  0.933612 0 0.564676  0.000000e+00
0.000000 0.000000 209647 -1	11 1 1.000000  22.335348 -25.081142 0  0.000000 0.000000 0  2.002741 0 0.535864  0.000000e+00
0.000000 0.000000 209648 -1	12 1 1.000000  9.146702 36.626829 0  0.675963 -0.048101 0  0.372399 0 0.580714  5.677495e-07
0.000000 0.000000 209649 -1	13 1 1.000000  -11.648660 9.471609 0  0.000000 0.000000 0  2.416854 0 0.392089  0.000000e+00
0.000000 0.000000 209650 -1	14 1 1.000000  20.509731 -19.443389 0  0.347213 -0.318791 0  1.076810 0 0.587842  5.262967e-07
0.000000 0.000000 209651 -1	15 1 1.000000  31.277427 -3.456376 0  0.000000 0.000000 0  0.741190 0 0.540128  0.000000e+00
0.000000 0.000000 211832 -1	2162 1 1.000000  -49.332628 22.457008 0  -0.166092 0.181025 0  1.503085 0 0.512993  2.520140e-07
0.000000 0.000000 209653 -1	17 1 1.000000  29.444778 3.131423 0  0.000000 0.000000 0  1.880931 0 0.417612  0.000000e+00
0.000000 0.000000 209654 -1	18 1 1.000000  -7.180525 44.381516 0  0.000000 0.000000 0  1.725089 0 0.415345  0.000000e+00
0.000000 0.000000 209655 -1	19 1 1.000000  18.610982 -9.067252 0  0.000000 0.000000 0  1.014659 0 0.460769  0.000000e+00
0.000000 0.000000 209656 -1	20 1 1.000000  -29.149567 7.296670 0  0.000000 0.000000 0  2.386020 0 0.425889  0.000000e+00
0.000000 0.000000 209657 -1	21 1 1.000000  39.415334 40.882560 0  0.000000 0.000000 0  0.658263 0 0.425659  0.000000e+00
0.000000 0.000000 209658 -1	22 1 1.000000  3.117325 -19.199916 0  0.000000 0.000000 0  1.501344 0 0.529332  0.000000e+00
0.000000 0.000000 209659 -1	23 1 1.000000  45.081024 -17.804869 0  0.000000 0.000000 0  2.741343 0 0.448091  0.000000e+00
0.000000 0.000000 211830 -1	2161 1 1.000000  -15.359649 -15.755253 0  0.000000 0.000000 0  1.074784 0 0.550272  0.000000e+00
0.000000 0.000000 209661 -1	25 1 1.000000  36.729640 33.030835 0  0.000000 0.000000 0  2.475659 0 0.467983  0.000000e+00
0.000000 0.000000 209662 -1	26 1 1.000000  -41.945711 -32.159448 0  0.199279 -0.050218 0  2.924709 0 0.594125  1.985043e-07
0.000000 0.000000 209663 -1	27 1 1.000000  2.612946 -38.776546 0  0.000000 0.000000 0  2.552514 0 0.525889  0.000000e+00
0.000000 0.000000 209664 -1	28 1 1.000000  8.514957 -40.034407 0  0.000000 0.000000 0  2.307194 0 0.415021  0.000000e+00
0.000000 0.000000 209665 -1	29 1 1.000000  1.717312 19.913155 0  0.000000 0.000000 0  2.678468 0 0.571707  0.000000e+00
0.000000 0.000000 211828 -1	2160 1 1.000000  27.984005 8.849155 0  0.000000 0.000000 0  1.689971 0 0.593194  0.000000e+00
0.000000 0.000000 209667 -1	31 1 1.000000  11.706033 25.393421 0  0.000000 0.000000 0  0.452500 0 0.300322  0.000000e+00
0.000000 0.000000 209668 -1	32 1 1.000000  18.505331 21.543841 0  0.000000 0.000000 0  2.163146 0 0.478742  0.000000e+00
0.000000 0.000000 209669 -1	33 1 1.000000  -43.497146 28.504854 0  0.000000 0.000000 0  2.999712 0 0.561704  0.000000e+00
0.000000 0.000000 209670 -1	34 1 1.000000  -11.878460 -24.642782 0  0.000000 0.000000 0  2.239897 0 0.588193  0.000000e+00
0.000000 0.000000 209671 -1	35 1 1.000000  -21.539300 -39.993758 0  0.000000 0.000000 0  2.495422 0 0.480546  0.000000e+00
0.000000 0.000000 209672 -1	36 1 1.000000  -40.948654 3.286560 0  0.000000 0.000000 0  0.790265 0 0.567473  0.000000e+00
0.000000 0.000000 209673 -1	37 1 1.000000  -3.494830 -45.422676 0  0.000000 0.000000 0  1.814003 0 0.507932  0.000000e+00
0.000000 0.000000 209674 -1	38 1 1.000000  -38.765013 39.376358 0  0.000000 0.000000 0  2.406718 0 0.307301  0.000000e+00
0.000000 0.000000 209675 -1	39 1 1.000000  -39.928532 -36.156210 0  0.000000 0.000000 0  2.117460 0 0.503753  0.000000e+00
0.000000 0.000000 209676 -1	40 1 1.000000  -1.137886 6.597803 0  0.000000 0.000000 0  2.220244 0 0.487231  0.000000e+00
0.000000 0.000000 209677 -1	41 1 1.000000  -41.334060 35.244403 0  0.000000 0.000000 0  0.625840 0 0.402008  0.000000e+00
0.000000 0.000000 209678 -1	42 1 1.000000  -21.559393 14.691071 0  0.000000 0.000000 0  2.601030 0 0.387657  0.000000e+00
0.000000 0.000000 209679 -1	43 1 1.000000  19.342388 28.963033 0  0.000000 0.000000 0  0.557852 0 0.479005  0.000000e+00
0.000000 0.000000 209680 -1	44 1 1.000000  -11.837281 -6.998142 0  2.065208 0.062632 0  2.280233 0 0.684216  1.857404e-06
0.000000 0.000000 209681 -1	45 1 1.000000  -47.812926 11.119829 0  0.000000 0.000000 0  1.118559 0 0.337125  0.000000e+00
0.000000 0.000000 209682 -1	46 1 1.000000  38.111786 -23.656169 0  0.000000 0.000000 0  2.463099 0 0.395543  0.000000e+00
0.000000 0.000000 211827 -1	2159 1 1.000000  30.443492 29.171371 0  0.000000 0.000000 0  1.609426 0 0.413351  0.000000e+00
0.000000 0.000000 209684 -1	48 1 1.000000  5.640725 -8.588541 0  -0.180082 -1.231543 0  0.185446 0 0.444646  9.421005e-07
0.000000 0.000000 209685 -1	49 1 1.000000  -38.478818 -19.300505 0  0.000000 0.000000 0  0.761696 0 0.448777  0.000000e+00
0.000000 0.000000 211826 -1	2158 1 1.000000  26.351963 35.022682 0  -1.990986 1.458749 0  2.175860 0 0.663393  5.585428e-06
0.000000 0.000000 209687 -1	51 1 1.000000  -0.750153 -42.530977 0  0.896700 0.684322 0  1.191335 0 0.544679  1.190829e-06
0.000000 0.000000 209688 -1	52 1 1.000000  -4.424618 -35.288750 0  0.000000 0.000000 0  0.954337 0 0.628624  0.000000e+00
0.000000 0.000000 209689 -1	53 1 1.000000  -47.270212 -17.868592 0  0.000000 0.000000 0  2.899251 0 0.305349  0.000000e+00
0.000000 0.000000 209690 -1	54 1 1.000000  48.236172 -18.625369 0  0.000000 0.000000 0  1.563600 0 0.447926  0.000000e+00
0.000000 0.000000 209691 -1	55 1 1.000000  -25.401588 -7.427498 0  0.000000 0.000000 0  2.123800 0 0.469125  0.000000e+00
0.000000 0.000000 209692 -1	56 1 1.000000  -24.083641 -45.576233 0  0.000000 0.000000 0  1.561993 0 0.507443  0.000000e+00
0.000000 0.000000 209693 -1	57 1 1.000000  -15.269375 -43.070526 0  -2.262628 -0.229421 0  2.198708 0 0.570316  1.931824e-06
0.000000 0.000000 209694 -1	58 1 1.000000  -30.886748 28.900245 0  0.000000 0.000000 0  2.588844 0 0.409673  0.000000e+00
0.000000 0.000000 209695 -1	59 1 1.000000  42.652078 -20.736697 0  0.000000 0.000000 0  2.284238 0 0.426454  0.000000e+00
0.000000 0.000000 209696 -1	60 1 1.000000  2.369829 10.835869 0  0.000000 0.000000 0  0.678996 0 0.433032  0.000000e+00
0.000000 0.000000 209697 -1	61 1 1.000000  47.152623 16.650259 0  0.000000 0.000000 0  2.101895 0 0.496019  0.000000e+00
0.000000 0.000000 209698 -1	62 1 1.000000  27.846985 -21.226950 0  0.000000 0.000000 0  1.475422 0 0.340877  0.000000e+00
