6011 64 70	100 110
1809 1 1.000000  -48.121884 21.366175 0  0.059854 -11.983419 0  1.513828 0 0.580172  5.848995e-06
846 1 1.000000  -8.678729 32.780414 0  1.140120 -7.376703 0  4.633601 0 0.700218  6.017053e-06
129 1 1.000000  46.641412 -9.607225 0  -0.766473 -27.851751 0  4.602004 0 0.666636  5.426531e-06
1122 1 1.000000  -11.602548 5.204466 0  -0.344879 -20.218777 0  -1.221738 0 0.516606  4.938765e-06
1978 1 1.000000  11.290507 -44.256617 0  -7.017310 -46.145227 0  -4.581739 0 0.204855  4.617789e-07
2119 1 1.000000  -19.230766 -32.704724 0  -0.654629 -39.867874 0  -1.720902 0 0.205547  1.387538e-06
408 1 1.000000  -24.234952 44.533957 0  -3.002566 1.141428 0  -0.918316 0 0.712740  8.243195e-06
129 1 1.000000  37.255411 -19.489844 0  1.171327 -35.831699 0  4.626117 0 0.228695  2.454300e-06
846 1 1.000000  -1.585311 -2.911683 0  0.430051 -22.460129 0  4.958694 0 1.007906  6.015935e-06
2082 1 1.000000  -30.380482 -13.797358 0  -0.615436 -31.629358 0  -1.181766 0 0.793878  4.734127e-06
2119 1 1.000000  -15.672737 0.540393 0  -1.174863 -19.821794 0  -0.870531 0 1.001564  7.120939e-06
336 1 1.000000  15.240281 47.929540 0  -0.328328 -0.756721 0  -2.397033 0 0.586913  7.051922e-06
41 1 1.000000  5.888673 23.925717 0  -0.997305 -10.655317 0  4.106776 0 0.596366  7.273984e-06
336 1 1.000000  18.910603 -45.468457 0  15.137709 -47.247855 0  1.088004 0 0.723099  3.408968e-07
1451 1 1.000000  2.343799 -15.210426 0  -0.004283 -33.959971 0  1.684066 0 0.415405  3.254406e-06
2117 1 1.000000  -43.599732 25.815166 0  -0.127941 -10.187225 0  2.614868 0 0.342215  5.927061e-06
2068 1 1.000000  -35.559586 -19.154480 0  -1.416373 -31.789106 0  -2.519524 0 1.165560  5.400479e-06
2082 1 1.000000  -34.022071 23.672392 0  1.409641 -11.148795 0  -0.119362 0 0.622162  4.709143e-06
