25.1
       0.249,        0.537,        0.249,        0.547,        0.253,        0.557,        0.257,        0.586,        0.591,        0.567,        0.693,        0.572
       0.256,        0.542,        0.257,        0.55 ,        0.267,        0.559,        0.282,        0.566,        0.628,        0.577,        0.692,        0.564
       0.261,        0.518,        0.232,        0.525,        0.23 ,        0.523,        0.237,        0.529,        0.583,        0.57 ,        0.663,        0.543
       0.265,        0.547,        0.268,        0.558,        0.272,        0.557,        0.295,        0.568,        0.614,        0.59 ,        0.693,        0.559
       0.264,        0.309,        0.238,        0.303,        0.222,        0.29 ,        0.233,        0.308,        0.368,        0.298,        0.474,        0.315
       0.271,        0.346,        0.256,        0.336,        0.247,        0.337,        0.279,        0.345,        0.373,        0.347,        0.49 ,        0.363
       0.277,        0.318,        0.24 ,        0.314,        0.234,        0.301,        0.232,        0.312,        0.371,        0.314,        0.474,        0.317
       0.276,        0.339,        0.265,        0.33 ,        0.251,        0.328,        0.271,        0.354,        0.402,        0.32 ,        0.455,        0.336

