25.1
       0.279,        1.423,        0.591,        1.365,        0.907,        1.319,        1.072,        1.273,        1.296,        1.257,        1.365,        1.224
       0.288,        1.328,        0.266,        1.34 ,        0.931,        1.28 ,        0.85 ,        1.219,        1.274,        1.168,        1.323,        1.208
       0.278,        1.353,        0.242,        1.338,        0.239,        1.273,        1.01 ,        1.207,        1.275,        1.148,        1.319,        1.219
       0.291,        1.37 ,        0.268,        1.355,        0.275,        1.307,        0.989,        1.234,        1.286,        1.202,        1.344,        1.244
       0.292,        1.351,        0.231,        1.307,        0.231,        1.261,        0.232,        1.219,        1.254,        1.184,        1.343,        1.229
       0.29 ,        1.378,        0.269,        1.348,        0.25 ,        1.295,        0.354,        1.216,        1.283,        1.209,        1.363,        1.328
       0.285,        1.38 ,        0.258,        1.362,        0.245,        1.32 ,        0.95 ,        1.233,        1.301,        1.204,        1.346,        1.331
       0.286,        1.438,        0.281,        1.443,        0.281,        1.388,        1.228,        1.316,        1.372,        1.277,        1.416,        1.266

