5999 64 70	100 110
790 1 1.000000  -21.198927 -5.678119 0  -1.147370 -19.101746 0  1.536301 0 0.269914  2.438401e-06
790 1 1.000000  -21.910516 -12.461689 0  0.165720 -31.003525 0  -1.235710 0 0.787804  4.799622e-06
790 1 1.000000  3.660865 20.206730 0  -1.885884 -17.006445 0  1.745583 0 0.282427  4.240955e-06
2032 1 1.000000  24.791753 26.177450 0  0.673434 -11.059505 0  -5.147285 0 0.679766  6.535888e-06
1953 1 1.000000  10.580325 -28.829282 0  1.205647 -27.906859 0  1.433876 0 0.327334  2.133823e-06
730 1 1.000000  -39.484342 49.984127 0  -3.452394 -0.188877 0  -0.080400 0 0.321343  3.195246e-06
2032 1 1.000000  28.694752 1.204858 0  1.363341 -21.688932 0  -1.407905 0 0.450991  4.105784e-06
2032 1 1.000000  36.209357 -37.611226 0  -2.270177 -47.466377 0  1.513909 0 0.775013  1.330270e-06
2032 1 1.000000  36.157636 -13.203182 0  1.116509 -31.014158 0  1.438913 0 0.394096  3.904922e-06
790 1 1.000000  -4.694758 -33.678052 0  1.894324 -44.456425 0  -1.575111 0 0.705794  3.270621e-06
2032 1 1.000000  44.946519 13.713409 0  0.109490 -19.142720 0  -1.437311 0 0.370687  2.897674e-06
790 1 1.000000  -18.729791 36.124578 0  -5.925089 -1.607455 0  -1.421776 0 0.348845  6.808468e-06
2032 1 1.000000  36.038743 0.581281 0  -1.036030 -22.891112 0  -1.314436 0 0.382111  4.189629e-06
790 1 1.000000  -27.320023 -34.756139 0  -0.775868 -47.231852 0  -4.530627 0 0.457371  1.482934e-06
730 1 1.000000  -47.760429 -33.490012 0  0.226051 -38.055277 0  -1.462778 0 0.326674  1.689740e-06
1953 1 1.000000  19.800314 -28.347063 0  2.008265 -37.348290 0  -1.593814 0 1.147301  3.512576e-06
2032 1 1.000000  41.863251 2.978342 0  1.396478 -22.402260 0  1.929124 0 0.765255  5.538051e-06
730 1 1.000000  -45.623273 7.652706 0  0.542461 -19.163458 0  -1.391841 0 0.443825  3.961745e-06
790 1 1.000000  -16.212354 39.832006 0  -0.845484 -6.696446 0  1.452354 0 0.267270  5.327944e-06
1953 1 1.000000  21.189816 45.550922 0  2.688132 -4.125436 0  -1.739531 0 0.407848  6.156262e-06
2032 1 1.000000  31.146315 4.339197 0  0.790689 -22.036624 0  -0.106694 0 0.928580  6.494547e-06
790 1 1.000000  5.193921 31.294010 0  -2.603005 -8.720000 0  1.478356 0 0.312280  5.576045e-06
790 1 1.000000  -27.294642 -41.278083 0  0.258580 -48.710746 0  1.621712 0 0.218593  7.267818e-07
2032 1 1.000000  25.477421 48.520125 0  -3.491012 -0.418677 0  -0.964579 0 0.615894  6.791835e-06
1953 1 1.000000  8.825236 36.456993 0  -0.268451 -5.189694 0  1.739719 0 0.892975  5.321265e-06
2032 1 1.000000  28.164207 -28.847299 0  2.109827 -37.307195 0  1.437639 0 0.403639  1.640691e-06
2032 1 1.000000  26.302128 33.338156 0  -0.174857 -9.800626 0  1.880021 0 0.988266  8.781601e-06
