5939 64 70	100 110
1882 1 1.000000  -13.480177 -11.474447 0  -1.537963 -28.071819 0  4.935896 0 0.085389  2.944641e-06
1882 1 1.000000  -14.820360 32.218029 0  -0.989126 -7.989904 0  -1.175925 0 0.377904  5.711808e-06
1882 1 1.000000  -30.562858 25.033376 0  2.841754 -12.914501 0  4.760676 0 0.241138  5.841879e-06
1882 1 1.000000  -17.024402 32.009894 0  1.163201 -7.015350 0  -1.380957 0 1.119107  7.987831e-06
1884 1 1.000000  -8.958884 -44.110567 0  -1.758689 -53.585677 0  -1.255456 0 0.744691  6.441293e-07
1882 1 1.000000  -26.957565 -39.124666 0  3.016203 -45.333048 0  2.033701 0 0.208492  5.167839e-07
2147 1 1.000000  11.913500 -36.871999 0  3.479347 -45.587416 0  1.324911 0 0.636297  2.032607e-06
1882 1 1.000000  -34.454925 -21.920950 0  -1.409853 -36.463256 0  1.442861 0 1.003770  3.762316e-06
1204 1 1.000000  0.300898 33.325445 0  2.385129 -7.380835 0  5.129976 0 0.870345  1.023948e-05
2147 1 1.000000  29.474775 -41.353986 0  0.775402 -48.911332 0  4.446202 0 0.900066  1.413822e-06
1882 1 1.000000  -20.906635 30.602175 0  0.312484 -9.390716 0  -0.715201 0 0.415847  5.893891e-06
1884 1 1.000000  -1.414557 19.498814 0  -0.718484 -12.611242 0  4.357507 0 0.271888  5.910813e-06
764 1 1.000000  47.279445 48.726414 0  -1.291269 0.511110 0  3.624413 0 0.561379  7.088535e-06
1882 1 1.000000  -33.485337 -30.495188 0  1.315028 -39.854904 0  4.912163 0 1.018769  3.423524e-06
1204 1 1.000000  2.299294 -2.995298 0  0.969581 -28.750445 0  4.616873 0 0.388614  3.829276e-06
1884 1 1.000000  -10.623318 3.598635 0  -0.088764 -21.384829 0  -1.740189 0 0.378278  3.182542e-06
1204 1 1.000000  2.324746 -14.097436 0  -3.040596 -31.706948 0  3.953389 0 0.285231  4.031210e-06
764 1 1.000000  40.183529 10.668589 0  1.669439 -17.405188 0  -0.690708 0 0.437394  4.750213e-06
590 1 1.000000  -49.553594 -15.879850 0  0.239444 -30.400024 0  1.517099 0 0.440075  1.936678e-06
2147 1 1.000000  12.161930 30.247931 0  -1.240709 -6.132598 0  2.588159 0 0.293428  4.325539e-06
1882 1 1.000000  -35.653545 29.881163 0  -2.704672 -9.377184 0  -1.711251 0 0.436295  3.713054e-06
1882 1 1.000000  -41.885562 38.605043 0  -0.361239 -6.120089 0  0.649144 0 0.177033  4.516415e-06
2147 1 1.000000  26.193677 19.722175 0  -0.530199 -13.641905 0  1.407556 0 0.524655  4.501838e-06
2147 1 1.000000  21.086689 34.904761 0  0.257667 -3.120208 0  1.433930 0 0.648598  7.025282e-06
1882 1 1.000000  -17.644222 48.894926 0  -1.865799 0.312607 0  -0.370788 0 0.569341  7.257597e-06
1882 1 1.000000  -18.442041 -27.359172 0  -1.245530 -40.430078 0  -2.436913 0 0.430307  2.453311e-06
1204 1 1.000000  6.385903 29.052957 0  2.324674 -11.743993 0  1.501655 0 0.396072  6.051522e-06
2147 1 1.000000  27.819996 44.013956 0  -1.032734 2.375355 0  -1.475723 0 0.237684  3.574471e-06
2147 1 1.000000  17.937658 -30.284952 0  2.031488 -38.609658 0  4.759265 0 0.700475  3.227075e-06
2147 1 1.000000  31.759305 44.448590 0  -0.759018 -2.546299 0  0.355107 0 0.949600  8.795900e-06
1884 1 1.000000  1.357131 -28.460112 0  -0.950841 -39.752261 0  -1.635379 0 0.867675  2.670671e-06
1882 1 1.000000  -20.282216 -7.870254 0  1.966364 -30.985371 0  1.081393 0 0.086925  3.198738e-06
764 1 1.000000  44.664954 -6.767507 0  -0.318520 -25.183398 0  1.780563 0 0.875289  4.688862e-06
764 1 1.000000  45.394265 -30.680116 0  0.174524 -33.806674 0  4.892176 0 0.992514  4.207006e-06
1882 1 1.000000  -30.520869 39.532109 0  0.494753 -5.806584 0  -1.768363 0 0.447052  5.904770e-06
764 1 1.000000  33.266459 46.985991 0  0.572726 -0.051573 0  1.678686 0 0.742964  7.762827e-06
1204 1 1.000000  11.669373 2.741349 0  -0.349811 -19.976579 0  4.657075 0 0.829579  8.583531e-06
2147 1 1.000000  17.625877 -37.889430 0  -1.928961 -41.266244 0  1.210055 0 0.575836  2.006330e-06
764 1 1.000000  49.540449 -18.428330 0  -0.722629 -34.434784 0  4.722035 0 0.553650  1.907975e-06
1882 1 1.000000  -18.792278 9.362925 0  0.568224 -18.515073 0  -1.468807 0 0.275207  3.628853e-06
1884 1 1.000000  3.824249 -44.476433 0  -5.502721 -54.697834 0  1.403961 0 0.405501  3.844157e-07
2147 1 1.000000  19.408684 -36.693297 0  0.895617 -42.557405 0  1.477941 0 0.261097  1.244813e-06
1204 1 1.000000  20.360550 -25.522101 0  -1.068266 -38.621075 0  4.738308 0 0.846489  2.627654e-06
2147 1 1.000000  22.710977 17.354296 0  1.211309 -14.452534 0  1.632757 0 0.809159  5.766059e-06
1882 1 1.000000  -30.409001 -1.815713 0  1.550243 -20.760912 0  -1.638321 0 0.232335  2.849242e-06
1882 1 1.000000  -27.745038 45.589846 0  3.978251 -6.832323 0  5.396728 0 0.231893  5.286273e-06
