6456 64 70	100 110
1 1 1.500000  26.254396 -4.863311 0  -0.127803 -34.845803 0  2.500626 0 0.471864  6.558602e-06
1 1 1.500000  -11.695019 -4.160141 0  -1.962277 -38.845834 0  -2.756568 0 0.865102  7.741859e-06
1 1 1.500000  -8.934938 -25.886681 0  1.104972 -55.060593 0  1.082682 0 0.541442  5.055750e-06
1 1 1.500000  -15.107691 3.784455 0  -1.902388 -21.522431 0  1.381404 0 1.012213  1.299403e-05
0 1 1.000000  -47.693539 -34.499595 0  -2.018799 -48.202271 0  1.216988 0 0.848480  4.376468e-06
1 1 1.500000  2.741132 -36.193395 0  -4.132715 -69.875475 0  -2.173837 0 0.377113  2.885590e-06
1 1 1.500000  41.673198 40.825761 0  -2.129711 -6.045056 0  4.781216 0 0.307621  6.667797e-06
1 1 1.500000  12.580068 -46.640836 0  -1.523069 -75.368154 0  -4.359111 0 0.166774  1.159380e-07
1 1 1.500000  38.493309 40.757444 0  -5.340178 -4.679563 0  3.368898 0 0.299440  5.802120e-06
1 1 1.500000  -27.677251 -46.751381 0  3.317377 -71.468644 0  -5.171176 0 1.191998  1.099755e-07
1 1 1.500000  -0.322641 36.998130 0  -1.002967 -15.009208 0  2.254490 0 0.463884  9.298220e-06
1 1 1.500000  20.096491 2.154682 0  -1.661224 -29.546917 0  -1.700527 0 0.415407  7.253300e-06
1 1 1.500000  38.464628 -43.719166 0  -3.523893 -69.529901 0  4.573066 0 1.205660  1.870373e-06
0 1 1.000000  -40.153154 -15.397882 0  -4.296187 -39.705692 0  4.436708 0 0.494538  5.438247e-06
0 1 1.000000  -40.544239 23.519557 0  1.440671 -11.405511 0  4.186905 0 0.802031  1.057403e-05
1 1 1.500000  42.107372 4.776685 0  -0.287321 -30.293821 0  4.502591 0 0.927015  8.091209e-06
1 1 1.500000  13.202758 8.062750 0  -2.609894 -25.086146 0  -5.042802 0 0.303750  5.475231e-06
1 1 1.500000  -12.334050 1.363082 0  -7.024609 -35.879057 0  -5.007682 0 0.891780  9.521952e-06
1 1 1.500000  17.981409 -46.269835 0  -5.820849 -76.644933 0  -1.633115 0 0.290148  3.168410e-07
0 1 1.000000  -46.454841 36.621228 0  0.941278 -4.311580 0  1.509266 0 0.983954  1.056084e-05
1 1 1.500000  25.287209 32.405983 0  6.079113 -9.289054 0  1.751041 0 1.086216  1.286463e-05
1 1 1.500000  38.971904 -9.204294 0  -0.551216 -39.509193 0  4.806136 0 0.767532  7.689235e-06
1 1 1.500000  -13.590696 17.208038 0  -0.439917 -15.918139 0  -1.998100 0 0.285945  6.777639e-06
1 1 1.500000  39.222489 43.040326 0  -4.196161 -1.217867 0  5.157684 0 0.691919  1.064849e-05
1 1 1.500000  40.324940 -37.510273 0  2.377542 -27.719518 0  1.578642 0 0.333046  1.938469e-06
0 1 1.000000  -44.718744 24.147974 0  -1.006442 -12.810704 0  4.839187 0 0.970179  9.872802e-06
1 1 1.500000  16.971739 4.253863 0  -0.438730 -27.260273 0  1.377576 0 0.557088  6.728638e-06
1 1 1.500000  -23.593198 -13.117695 0  -0.015674 -41.395985 0  -1.265069 0 0.855045  6.280427e-06
1 1 1.500000  -20.900732 -2.235073 0  2.037492 -30.116923 0  1.406910 0 0.894511  1.037033e-05
1 1 1.500000  33.297356 25.897961 0  10.759432 -17.536545 0  2.527673 0 0.529889  9.959646e-06
1 1 1.500000  -7.765105 40.675883 0  -0.422335 -5.129206 0  -1.819960 0 0.314896  8.937018e-06
