pi,ti,ci,zi,ni,div,div2,pos_min,min_ac,1st_min
0,18,1,0,3,0.10989399955048015,0.11100015015937673,0.9915966386554622,0.9455147397186695,0.35294117647058826
0,18,1,1,0,0.08291874965541805,0.059615133106048164,0.6916666666666667,0.9713239324108346,0.3458333333333333
0,18,1,1,1,0.13532228251365622,0.01564997319772694,0.3793103448275862,0.9743354291784445,0.1896551724137931
0,18,1,1,2,0.15263540536665823,0.18583102180796426,0.9915254237288136,0.9243290575089025,0.4957627118644068
0,18,1,1,3,0.10519834745865791,0.10885971893996606,0.9915966386554622,0.9478428361339427,0.36554621848739494
0,18,1,2,0,0.07374271082584527,0.050957576560134284,0.6666666666666666,0.9754190963913849,0.3333333333333333
0,18,1,2,1,0.1090478239808514,0.01321418835120588,0.4224137931034483,0.9769683475212857,0.21120689655172414
0,18,1,2,2,0.15450241369665055,0.18967019404300073,0.9915254237288136,0.9234034643961521,0.4957627118644068
0,18,1,2,3,0.09428196368727458,0.10304100366578034,0.9915966386554622,0.9532551608609311,0.3907563025210084
0,19,1,0,0,0.0886773419593075,0.055922564503508264,0.6583333333333333,0.9708103749383946,0.32916666666666666
0,19,1,0,1,0.09405303708497553,0.01792116547980905,0.6206896551724138,0.9708111264219041,0.1896551724137931
0,19,1,0,2,0.16099455244167143,0.1966907167658504,0.9915254237288136,0.9201849040861205,0.4957627118644068
0,19,1,0,3,0.13397894883809272,0.10926311366235505,0.7563025210084033,0.9493356916158473,0.36554621848739494
0,19,1,1,0,0.0815478022049402,0.05308433345364334,0.6583333333333333,0.9731571817742072,0.32916666666666666
0,19,1,1,1,0.0889114585961998,0.017505799809910415,0.6120689655172413,0.9727900277571975,0.1896551724137931
0,19,1,1,2,0.16227496488153761,0.19977876030249264,0.9915254237288136,0.9195501233426275,0.4957627118644068
0,19,1,1,3,0.0979101961206763,0.10707376431651154,0.9915966386554622,0.9514562893183202,0.38235294117647056
0,19,1,2,0,0.06941182328568214,0.045536666957380206,0.6583333333333333,0.9771519415017963,0.32916666666666666
0,19,1,2,1,0.08506836539383124,0.01504868252504161,0.5689655172413793,0.9757995167414101,0.21120689655172414
0,19,1,2,2,0.1631218668803854,0.20155145424677,0.9915254237288136,0.9191302609109954,0.4957627118644068
0,19,1,2,3,0.09105438571501617,0.10334192752680077,0.9915966386554622,0.954855388595076,0.3865546218487395
0,20,1,0,0,0.08312769358485905,0.04993679386106907,0.65,0.9729834995849208,0.325
0,20,1,0,1,0.09617515967184287,0.017437050380534672,0.603448275862069,0.9709816328576336,0.1939655172413793
0,20,1,0,2,0.17047987152664504,0.21106846114633154,0.9915254237288136,0.9154824365736548,0.4957627118644068
0,20,1,0,3,0.1083160776656951,0.11364605875561858,0.9327731092436975,0.9494828377273439,0.3865546218487395
0,20,1,1,0,0.07511425133433922,0.04628723516421959,0.6416666666666667,0.9759008443635662,0.32083333333333336
0,20,1,1,1,0.09201343068449044,0.01745956931800349,0.5948275862068966,0.9726339365636645,0.19827586206896552
0,20,1,1,2,0.16977887915840262,0.21052061565511926,0.9915254237288136,0.9158299624511309,0.4957627118644068
0,20,1,1,3,0.1002856642409171,0.11160251762789179,0.9747899159663865,0.9511212728909816,0.37815126050420167
0,20,1,2,0,0.06597223483527309,0.04034097281139311,0.6333333333333333,0.9791087923021635,0.31666666666666665
0,20,1,2,1,0.09452499497398464,0.015517298888294352,0.5431034482758621,0.9743315746406852,0.27155172413793105
0,20,1,2,2,0.17020656716172283,0.21062378245659275,0.9915254237288136,0.915617930686773,0.4957627118644068
0,20,1,2,3,0.08930618573171957,0.10286911033356046,0.9915966386554622,0.9557221432086432,0.4957983193277311
