pi,ti,zi,ni,n1,n2,ns1,ns2,Nsecs,xpos
22,25,0,1,287,0,0,1,1,0,286
22,25,0,2,247,42,2,3,5,0,84,100,107,133,288
22,26,0,0,281,0,0,1,1,0,280
22,26,0,1,287,0,0,1,1,0,286
22,26,0,2,259,30,2,3,5,0,83,101,116,128,288
22,27,0,0,281,0,0,1,1,0,280
22,27,0,1,287,0,0,1,1,0,286
22,27,0,2,268,21,1,2,3,0,80,101,288
22,28,0,0,281,0,0,1,1,0,280
22,28,0,1,287,0,0,1,1,0,286
22,28,0,2,258,31,1,2,3,0,77,108,288
22,29,0,0,281,0,0,1,1,0,280
22,29,0,1,287,0,0,1,1,0,286
22,29,0,2,251,38,1,2,3,0,75,113,288
22,30,0,0,281,0,0,1,1,0,280
22,30,0,1,276,11,1,2,3,0,86,97,286
22,30,0,2,243,46,1,2,3,0,72,118,288
22,31,0,0,281,0,0,1,1,0,280
22,31,0,1,279,8,1,2,3,0,93,101,286
22,31,0,2,244,45,1,2,3,0,72,117,288
22,32,0,0,281,0,0,1,1,0,280
22,32,0,1,270,17,1,2,3,0,97,114,286
22,32,0,2,250,39,1,2,3,0,75,114,288
22,33,0,0,281,0,0,1,1,0,280
22,33,0,1,270,17,2,3,5,0,79,85,98,109,286
22,33,0,2,251,38,1,2,3,0,74,112,288
22,34,0,0,281,0,0,1,1,0,280
22,34,0,1,274,13,2,3,5,0,78,86,100,105,286
22,34,0,2,252,37,1,2,3,0,74,111,288
22,35,0,0,281,0,0,1,1,0,280
22,35,0,1,277,10,1,2,3,0,77,87,286
22,35,0,2,253,36,1,2,3,0,73,109,288
22,36,0,0,281,0,0,1,1,0,280
22,36,0,1,276,11,1,2,3,0,77,88,286
22,36,0,2,252,37,1,2,3,0,70,107,288
22,37,0,0,281,0,0,1,1,0,280
22,37,0,1,277,10,1,2,3,0,80,90,286
22,37,0,2,254,35,1,2,3,0,69,104,288
22,38,0,0,281,0,0,1,1,0,280
22,38,0,1,277,10,1,2,3,0,81,91,286
22,38,0,2,256,33,1,2,3,0,69,102,288
22,39,0,0,281,0,0,1,1,0,280
22,39,0,1,264,23,2,3,5,0,65,75,81,94,286
22,39,0,2,254,35,1,2,3,0,66,101,288
22,40,0,0,281,0,0,1,1,0,280
22,40,0,1,252,35,1,2,3,0,65,100,286
22,40,0,2,251,38,1,2,3,0,63,101,288
22,41,0,0,281,0,0,1,1,0,280
22,41,0,1,243,44,2,3,5,0,15,24,69,104,286
22,41,0,2,248,41,1,2,3,0,61,102,288
22,42,0,0,281,0,0,1,1,0,280
22,42,0,1,242,45,2,3,5,0,14,26,73,106,286
22,42,0,2,248,41,1,2,3,0,60,101,288
23,0,0,0,298,0,0,1,1,0,297
23,0,0,1,287,0,0,1,1,0,286
23,0,0,2,289,0,0,1,1,0,288
23,1,0,0,298,0,0,1,1,0,297
23,1,0,1,287,0,0,1,1,0,286
23,1,0,2,289,0,0,1,1,0,288
23,2,0,0,298,0,0,1,1,0,297
23,2,0,1,287,0,0,1,1,0,286
23,2,0,2,289,0,0,1,1,0,288
23,3,0,0,298,0,0,1,1,0,297
23,3,0,1,287,0,0,1,1,0,286
23,3,0,2,289,0,0,1,1,0,288
23,4,0,0,298,0,0,1,1,0,297
23,4,0,1,287,0,0,1,1,0,286
23,4,0,2,289,0,0,1,1,0,288
23,5,0,0,298,0,0,1,1,0,297
23,5,0,1,287,0,0,1,1,0,286
23,5,0,2,289,0,0,1,1,0,288
23,6,0,0,298,0,0,1,1,0,297
23,6,0,1,287,0,0,1,1,0,286
23,6,0,2,289,0,0,1,1,0,288
23,7,0,0,298,0,0,1,1,0,297
23,7,0,1,287,0,0,1,1,0,286
23,7,0,2,289,0,0,1,1,0,288
23,8,0,0,298,0,0,1,1,0,297
23,8,0,1,287,0,0,1,1,0,286
23,8,0,2,289,0,0,1,1,0,288
23,9,0,0,298,0,0,1,1,0,297
23,9,0,1,287,0,0,1,1,0,286
23,9,0,2,289,0,0,1,1,0,288
23,10,0,0,298,0,0,1,1,0,297
23,10,0,1,287,0,0,1,1,0,286
23,10,0,2,289,0,0,1,1,0,288
23,11,0,0,298,0,0,1,1,0,297
23,11,0,1,287,0,0,1,1,0,286
23,11,0,2,289,0,0,1,1,0,288
23,12,0,0,298,0,0,1,1,0,297
23,12,0,1,287,0,0,1,1,0,286
23,12,0,2,289,0,0,1,1,0,288
23,13,0,0,298,0,0,1,1,0,297
23,13,0,1,287,0,0,1,1,0,286
23,13,0,2,289,0,0,1,1,0,288
23,14,0,0,298,0,0,1,1,0,297
23,14,0,1,287,0,0,1,1,0,286
23,14,0,2,289,0,0,1,1,0,288
23,15,0,0,298,0,0,1,1,0,297
23,15,0,1,287,0,0,1,1,0,286
23,15,0,2,289,0,0,1,1,0,288
23,16,0,0,298,0,0,1,1,0,297
23,16,0,1,287,0,0,1,1,0,286
23,16,0,2,289,0,0,1,1,0,288
23,17,0,0,298,0,0,1,1,0,297
23,17,0,1,287,0,0,1,1,0,286
23,17,0,2,269,20,1,2,3,0,244,264,288
23,18,0,0,298,0,0,1,1,0,297
23,18,0,1,287,0,0,1,1,0,286
23,18,0,2,251,38,1,2,3,0,227,265,288
23,19,0,0,298,0,0,1,1,0,297
23,19,0,1,287,0,0,1,1,0,286
23,19,0,2,263,26,1,2,3,0,225,251,288
23,20,0,0,298,0,0,1,1,0,297
23,20,0,1,287,0,0,1,1,0,286
23,20,0,2,277,12,1,2,3,0,236,248,288
23,21,0,0,298,0,0,1,1,0,297
23,21,0,1,287,0,0,1,1,0,286
23,21,0,2,279,10,1,2,3,0,239,249,288
23,22,0,0,298,0,0,1,1,0,297
23,22,0,1,287,0,0,1,1,0,286
23,22,0,2,280,9,1,2,3,0,241,250,288
23,23,0,0,298,0,0,1,1,0,297
23,23,0,1,281,6,1,2,3,0,23,29,286
23,23,0,2,280,9,1,2,3,0,243,252,288
23,24,0,0,298,0,0,1,1,0,297
23,24,0,1,287,0,0,1,1,0,286
23,24,0,2,289,0,0,1,1,0,288
23,25,0,0,298,0,0,1,1,0,297
23,25,0,1,287,0,0,1,1,0,286
23,25,0,2,289,0,0,1,1,0,288
23,26,0,0,298,0,0,1,1,0,297
23,26,0,1,287,0,0,1,1,0,286
23,26,0,2,288,1,1,2,3,0,0,1,288
23,27,0,0,298,0,0,1,1,0,297
23,27,0,1,287,0,0,1,1,0,286
23,27,0,2,265,24,1,1,2,0,23,288
23,28,0,0,298,0,0,1,1,0,297
23,28,0,1,287,0,0,1,1,0,286
23,28,0,2,277,12,1,1,2,0,11,288
23,29,0,0,298,0,0,1,1,0,297
23,29,0,1,287,0,0,1,1,0,286
23,29,0,2,278,11,1,1,2,0,10,288
23,30,0,0,298,0,0,1,1,0,297
23,30,0,1,287,0,0,1,1,0,286
23,30,0,2,279,10,1,1,2,0,9,288
23,31,0,0,298,0,0,1,1,0,297
23,31,0,1,280,7,1,2,3,0,169,176,286
23,31,0,2,279,10,1,1,2,0,9,288
23,32,0,0,298,0,0,1,1,0,297
23,32,0,1,272,15,1,2,3,0,170,185,286
23,32,0,2,279,10,1,1,2,0,9,288
23,33,0,0,298,0,0,1,1,0,297
23,33,0,1,266,21,1,2,3,0,170,191,286
23,33,0,2,280,9,1,1,2,0,8,288
23,34,0,0,298,0,0,1,1,0,297
23,34,0,1,265,22,1,2,3,0,172,194,286
23,34,0,2,280,9,1,1,2,0,8,288
23,35,0,0,298,0,0,1,1,0,297
23,35,0,1,267,20,1,2,3,0,175,195,286
23,35,0,2,282,7,1,1,2,0,6,288
23,36,0,0,298,0,0,1,1,0,297
23,36,0,1,269,18,1,2,3,0,176,194,286
23,36,0,2,283,6,1,1,2,0,5,288
23,37,0,0,298,0,0,1,1,0,297
23,37,0,1,271,16,1,2,3,0,178,194,286
23,37,0,2,285,4,1,1,2,0,3,288
23,38,0,0,298,0,0,1,1,0,297
23,38,0,1,274,13,1,2,3,0,180,193,286
23,38,0,2,289,0,0,1,1,0,288
23,39,0,0,298,0,0,1,1,0,297
23,39,0,1,275,12,1,2,3,0,182,194,286
23,39,0,2,281,8,1,2,3,0,268,276,288
23,40,0,0,298,0,0,1,1,0,297
23,40,0,1,275,12,1,2,3,0,182,194,286
23,40,0,2,269,20,1,2,3,0,262,282,288
23,41,0,0,298,0,0,1,1,0,297
23,41,0,1,279,8,1,2,3,0,186,194,286
23,41,0,2,266,23,1,2,3,0,262,285,288
23,42,0,0,298,0,0,1,1,0,297
23,42,0,1,277,10,1,2,3,0,186,196,286
23,42,0,2,263,26,1,2,3,0,261,287,288
24,0,0,0,290,0,0,1,1,0,289
24,0,0,1,287,0,0,1,1,0,286
24,0,0,2,285,0,0,1,1,0,284
24,1,0,0,290,0,0,1,1,0,289
24,1,0,1,287,0,0,1,1,0,286
24,1,0,2,285,0,0,1,1,0,284
24,2,0,0,290,0,0,1,1,0,289
24,2,0,1,287,0,0,1,1,0,286
24,2,0,2,285,0,0,1,1,0,284
24,3,0,0,290,0,0,1,1,0,289
24,3,0,1,287,0,0,1,1,0,286
24,3,0,2,285,0,0,1,1,0,284
24,4,0,0,290,0,0,1,1,0,289
24,4,0,1,287,0,0,1,1,0,286
24,4,0,2,285,0,0,1,1,0,284
24,5,0,0,290,0,0,1,1,0,289
24,5,0,1,287,0,0,1,1,0,286
24,5,0,2,285,0,0,1,1,0,284
24,6,0,0,290,0,0,1,1,0,289
24,6,0,1,287,0,0,1,1,0,286
24,6,0,2,285,0,0,1,1,0,284
24,7,0,0,290,0,0,1,1,0,289
24,7,0,1,287,0,0,1,1,0,286
24,7,0,2,285,0,0,1,1,0,284
24,8,0,0,290,0,0,1,1,0,289
24,8,0,1,287,0,0,1,1,0,286
24,8,0,2,285,0,0,1,1,0,284
24,9,0,0,290,0,0,1,1,0,289
24,9,0,1,287,0,0,1,1,0,286
24,9,0,2,285,0,0,1,1,0,284
24,10,0,0,290,0,0,1,1,0,289
24,10,0,1,287,0,0,1,1,0,286
24,10,0,2,285,0,0,1,1,0,284
24,11,0,0,290,0,0,1,1,0,289
24,11,0,1,287,0,0,1,1,0,286
24,11,0,2,285,0,0,1,1,0,284
24,12,0,0,290,0,0,1,1,0,289
24,12,0,1,287,0,0,1,1,0,286
24,12,0,2,285,0,0,1,1,0,284
24,13,0,0,290,0,0,1,1,0,289
24,13,0,1,287,0,0,1,1,0,286
24,13,0,2,285,0,0,1,1,0,284
24,14,0,0,290,0,0,1,1,0,289
24,14,0,1,287,0,0,1,1,0,286
24,14,0,2,285,0,0,1,1,0,284
24,15,0,0,290,0,0,1,1,0,289
24,15,0,1,287,0,0,1,1,0,286
24,15,0,2,285,0,0,1,1,0,284
24,16,0,0,290,0,0,1,1,0,289
24,16,0,1,287,0,0,1,1,0,286
24,16,0,2,285,0,0,1,1,0,284
24,17,0,0,290,0,0,1,1,0,289
24,17,0,1,287,0,0,1,1,0,286
24,17,0,2,285,0,0,1,1,0,284
24,18,0,0,290,0,0,1,1,0,289
24,18,0,1,287,0,0,1,1,0,286
24,18,0,2,285,0,0,1,1,0,284
24,19,0,0,290,0,0,1,1,0,289
24,19,0,1,287,0,0,1,1,0,286
24,19,0,2,285,0,0,1,1,0,284
24,20,0,0,290,0,0,1,1,0,289
24,20,0,1,287,0,0,1,1,0,286
24,20,0,2,285,0,0,1,1,0,284
24,21,0,0,290,0,0,1,1,0,289
24,21,0,1,287,0,0,1,1,0,286
24,21,0,2,285,0,0,1,1,0,284
24,22,0,0,290,0,0,1,1,0,289
24,22,0,1,287,0,0,1,1,0,286
24,22,0,2,285,0,0,1,1,0,284
24,23,0,0,290,0,0,1,1,0,289
24,23,0,1,287,0,0,1,1,0,286
24,23,0,2,285,0,0,1,1,0,284
24,24,0,0,290,0,0,1,1,0,289
24,24,0,1,287,0,0,1,1,0,286
24,24,0,2,285,0,0,1,1,0,284
24,25,0,0,290,0,0,1,1,0,289
24,25,0,1,287,0,0,1,1,0,286
24,25,0,2,285,0,0,1,1,0,284
24,26,0,0,290,0,0,1,1,0,289
24,26,0,1,287,0,0,1,1,0,286
24,26,0,2,285,0,0,1,1,0,284
24,27,0,0,290,0,0,1,1,0,289
24,27,0,1,287,0,0,1,1,0,286
24,27,0,2,285,0,0,1,1,0,284
24,28,0,0,290,0,0,1,1,0,289
24,28,0,1,287,0,0,1,1,0,286
24,28,0,2,285,0,0,1,1,0,284
24,29,0,0,290,0,0,1,1,0,289
24,29,0,1,287,0,0,1,1,0,286
24,29,0,2,285,0,0,1,1,0,284
24,30,0,0,290,0,0,1,1,0,289
24,30,0,1,287,0,0,1,1,0,286
24,30,0,2,285,0,0,1,1,0,284
24,31,0,0,290,0,0,1,1,0,289
24,31,0,1,287,0,0,1,1,0,286
24,31,0,2,285,0,0,1,1,0,284
24,32,0,0,290,0,0,1,1,0,289
24,32,0,1,287,0,0,1,1,0,286
24,32,0,2,285,0,0,1,1,0,284
24,33,0,0,290,0,0,1,1,0,289
24,33,0,1,287,0,0,1,1,0,286
24,33,0,2,285,0,0,1,1,0,284
24,34,0,0,290,0,0,1,1,0,289
24,34,0,1,287,0,0,1,1,0,286
24,34,0,2,285,0,0,1,1,0,284
24,35,0,0,290,0,0,1,1,0,289
24,35,0,1,287,0,0,1,1,0,286
24,35,0,2,285,0,0,1,1,0,284
24,36,0,0,290,0,0,1,1,0,289
24,36,0,1,287,0,0,1,1,0,286
24,36,0,2,285,0,0,1,1,0,284
24,37,0,0,290,0,0,1,1,0,289
24,37,0,1,287,0,0,1,1,0,286
24,37,0,2,285,0,0,1,1,0,284
24,38,0,0,290,0,0,1,1,0,289
24,38,0,1,287,0,0,1,1,0,286
24,38,0,2,285,0,0,1,1,0,284
24,39,0,0,290,0,0,1,1,0,289
24,39,0,1,285,2,1,2,3,0,270,272,286
24,39,0,2,285,0,0,1,1,0,284
24,40,0,0,290,0,0,1,1,0,289
24,40,0,1,267,20,3,3,6,0,113,121,269,276,281,286
24,40,0,2,285,0,0,1,1,0,284
24,41,0,0,290,0,0,1,1,0,289
24,41,0,1,252,35,2,2,4,0,110,128,269,286
24,41,0,2,285,0,0,1,1,0,284
24,42,0,0,290,0,0,1,1,0,289
24,42,0,1,246,41,2,2,4,0,108,132,269,286
24,42,0,2,285,0,0,1,1,0,284
25,0,0,0,294,0,0,1,1,0,293
25,0,0,1,291,0,0,1,1,0,290
25,0,0,2,294,0,0,1,1,0,293
25,1,0,0,294,0,0,1,1,0,293
25,1,0,1,291,0,0,1,1,0,290
25,1,0,2,294,0,0,1,1,0,293
25,2,0,0,294,0,0,1,1,0,293
25,2,0,1,291,0,0,1,1,0,290
25,2,0,2,294,0,0,1,1,0,293
25,3,0,0,294,0,0,1,1,0,293
25,3,0,1,291,0,0,1,1,0,290
25,3,0,2,294,0,0,1,1,0,293
25,4,0,0,294,0,0,1,1,0,293
25,4,0,1,291,0,0,1,1,0,290
25,4,0,2,294,0,0,1,1,0,293
25,5,0,0,294,0,0,1,1,0,293
25,5,0,1,291,0,0,1,1,0,290
25,5,0,2,294,0,0,1,1,0,293
25,6,0,0,294,0,0,1,1,0,293
25,6,0,1,291,0,0,1,1,0,290
25,6,0,2,294,0,0,1,1,0,293
25,7,0,0,294,0,0,1,1,0,293
25,7,0,1,291,0,0,1,1,0,290
25,7,0,2,294,0,0,1,1,0,293
25,8,0,0,294,0,0,1,1,0,293
25,8,0,1,291,0,0,1,1,0,290
25,8,0,2,294,0,0,1,1,0,293
25,9,0,0,294,0,0,1,1,0,293
25,9,0,1,291,0,0,1,1,0,290
25,9,0,2,294,0,0,1,1,0,293
25,10,0,0,294,0,0,1,1,0,293
25,10,0,1,291,0,0,1,1,0,290
25,10,0,2,294,0,0,1,1,0,293
25,11,0,0,294,0,0,1,1,0,293
25,11,0,1,291,0,0,1,1,0,290
25,11,0,2,294,0,0,1,1,0,293
25,12,0,0,294,0,0,1,1,0,293
25,12,0,1,291,0,0,1,1,0,290
25,12,0,2,294,0,0,1,1,0,293
25,13,0,0,294,0,0,1,1,0,293
25,13,0,1,291,0,0,1,1,0,290
25,13,0,2,294,0,0,1,1,0,293
25,14,0,0,294,0,0,1,1,0,293
25,14,0,1,291,0,0,1,1,0,290
25,14,0,2,294,0,0,1,1,0,293
25,15,0,0,294,0,0,1,1,0,293
25,15,0,1,291,0,0,1,1,0,290
25,15,0,2,276,18,2,3,5,0,69,76,93,104,293
25,16,0,0,286,8,1,2,3,0,36,44,293
25,16,0,1,291,0,0,1,1,0,290
25,16,0,2,270,24,2,3,5,0,69,82,98,109,293
25,17,0,0,277,17,2,3,5,0,36,45,196,204,293
25,17,0,1,291,0,0,1,1,0,290
25,17,0,2,267,27,1,2,3,0,67,94,293
25,18,0,0,266,28,2,3,5,0,198,221,255,260,293
25,18,0,1,291,0,0,1,1,0,290
25,18,0,2,250,44,2,3,5,0,11,27,65,93,293
25,19,0,0,257,37,2,3,5,0,201,218,242,262,293
25,19,0,1,291,0,0,1,1,0,290
25,19,0,2,206,88,5,6,11,0,14,36,46,85,91,98,113,123,148,158,293
25,20,0,0,273,21,2,3,5,0,214,217,243,261,293
25,20,0,1,291,0,0,1,1,0,290
25,20,0,2,193,101,5,6,11,0,15,39,49,86,116,121,141,159,258,275,293
25,21,0,0,289,5,1,2,3,0,217,222,293
25,21,0,1,277,14,1,2,3,0,62,76,290
25,21,0,2,167,127,4,5,9,0,14,43,52,89,119,160,256,276,293
25,22,0,0,294,0,0,1,1,0,293
25,22,0,1,282,9,1,2,3,0,64,73,290
25,22,0,2,165,129,4,5,9,0,12,48,55,91,121,161,256,273,293
25,23,0,0,294,0,0,1,1,0,293
25,23,0,1,281,10,1,2,3,0,62,72,290
25,23,0,2,164,130,3,4,7,0,10,93,125,163,258,267,293
25,24,0,0,289,5,1,2,3,0,158,163,293
25,24,0,1,284,7,1,2,3,0,64,71,290
25,24,0,2,174,120,3,4,7,0,9,55,56,95,126,161,293
25,25,0,0,294,0,0,1,1,0,293
25,25,0,1,291,0,0,1,1,0,290
25,25,0,2,188,106,3,4,7,0,10,50,62,97,125,156,293
25,26,0,0,294,0,0,1,1,0,293
25,26,0,1,291,0,0,1,1,0,290
25,26,0,2,252,42,2,3,5,0,65,96,126,137,293
25,27,0,0,294,0,0,1,1,0,293
25,27,0,1,285,6,1,2,3,0,67,73,290
25,27,0,2,260,34,1,2,3,0,60,94,293
25,28,0,0,294,0,0,1,1,0,293
25,28,0,1,291,0,0,1,1,0,290
25,28,0,2,261,33,1,2,3,0,53,86,293
25,29,0,0,294,0,0,1,1,0,293
25,29,0,1,291,0,0,1,1,0,290
25,29,0,2,245,49,4,5,9,0,38,41,50,86,94,97,123,130,293
25,30,0,0,294,0,0,1,1,0,293
25,30,0,1,288,3,1,2,3,0,70,73,290
25,30,0,2,230,64,3,4,7,0,34,84,92,98,125,133,293
25,31,0,0,290,4,1,2,3,0,43,47,293
25,31,0,1,284,7,1,2,3,0,68,75,290
25,31,0,2,251,43,4,5,9,0,35,46,52,80,95,96,127,130,293
25,32,0,0,289,5,1,2,3,0,242,247,293
25,32,0,1,282,9,1,2,3,0,67,76,290
25,32,0,2,286,8,1,2,3,0,57,65,293
25,33,0,0,294,0,0,1,1,0,293
25,33,0,1,281,10,1,2,3,0,66,76,290
25,33,0,2,285,9,1,2,3,0,200,209,293
25,34,0,0,294,0,0,1,1,0,293
25,34,0,1,282,9,1,2,3,0,67,76,290
25,34,0,2,279,15,3,4,7,0,58,62,196,202,245,250,293
25,35,0,0,294,0,0,1,1,0,293
25,35,0,1,284,7,1,2,3,0,69,76,290
25,35,0,2,255,39,3,4,7,0,56,64,204,205,241,271,293
25,36,0,0,294,0,0,1,1,0,293
25,36,0,1,282,9,1,2,3,0,67,76,290
25,36,0,2,213,81,3,4,7,0,52,76,198,211,233,277,293
25,37,0,0,294,0,0,1,1,0,293
25,37,0,1,278,13,1,2,3,0,64,77,290
25,37,0,2,192,102,3,4,7,0,50,78,198,213,220,279,293
25,38,0,0,294,0,0,1,1,0,293
25,38,0,1,274,17,1,2,3,0,61,78,290
25,38,0,2,191,103,3,4,7,0,50,78,200,247,253,281,293
25,39,0,0,294,0,0,1,1,0,293
25,39,0,1,277,14,1,2,3,0,65,79,290
25,39,0,2,203,91,3,4,7,0,53,74,201,242,254,283,293
25,40,0,0,294,0,0,1,1,0,293
25,40,0,1,280,11,1,2,3,0,68,79,290
25,40,0,2,233,61,2,3,5,0,207,235,250,283,293
25,41,0,0,294,0,0,1,1,0,293
25,41,0,1,279,12,1,2,3,0,68,80,290
25,41,0,2,247,47,2,3,5,0,212,225,250,284,293
25,42,0,0,294,0,0,1,1,0,293
25,42,0,1,277,14,1,2,3,0,68,82,290
25,42,0,2,252,42,2,3,5,0,214,225,254,285,293
26,0,0,0,294,0,0,1,1,0,293
26,0,0,1,296,0,0,1,1,0,295
26,0,0,2,294,0,0,1,1,0,293
26,1,0,0,294,0,0,1,1,0,293
26,1,0,1,296,0,0,1,1,0,295
26,1,0,2,294,0,0,1,1,0,293
26,2,0,0,294,0,0,1,1,0,293
26,2,0,1,296,0,0,1,1,0,295
26,2,0,2,294,0,0,1,1,0,293
26,3,0,0,294,0,0,1,1,0,293
26,3,0,1,296,0,0,1,1,0,295
26,3,0,2,294,0,0,1,1,0,293
26,4,0,0,294,0,0,1,1,0,293
26,4,0,1,296,0,0,1,1,0,295
26,4,0,2,294,0,0,1,1,0,293
26,5,0,0,294,0,0,1,1,0,293
26,5,0,1,296,0,0,1,1,0,295
26,5,0,2,294,0,0,1,1,0,293
26,6,0,0,294,0,0,1,1,0,293
26,6,0,1,296,0,0,1,1,0,295
26,6,0,2,294,0,0,1,1,0,293
26,7,0,0,294,0,0,1,1,0,293
26,7,0,1,296,0,0,1,1,0,295
26,7,0,2,294,0,0,1,1,0,293
26,8,0,0,294,0,0,1,1,0,293
26,8,0,1,296,0,0,1,1,0,295
26,8,0,2,294,0,0,1,1,0,293
26,9,0,0,294,0,0,1,1,0,293
26,9,0,1,296,0,0,1,1,0,295
26,9,0,2,294,0,0,1,1,0,293
26,10,0,0,294,0,0,1,1,0,293
26,10,0,1,296,0,0,1,1,0,295
26,10,0,2,294,0,0,1,1,0,293
26,11,0,0,294,0,0,1,1,0,293
26,11,0,1,296,0,0,1,1,0,295
26,11,0,2,294,0,0,1,1,0,293
26,12,0,0,294,0,0,1,1,0,293
26,12,0,1,296,0,0,1,1,0,295
26,12,0,2,294,0,0,1,1,0,293
26,13,0,0,294,0,0,1,1,0,293
26,13,0,1,296,0,0,1,1,0,295
26,13,0,2,294,0,0,1,1,0,293
26,14,0,0,294,0,0,1,1,0,293
26,14,0,1,296,0,0,1,1,0,295
26,14,0,2,294,0,0,1,1,0,293
26,15,0,0,289,5,1,2,3,0,120,125,293
26,15,0,1,296,0,0,1,1,0,295
26,15,0,2,287,7,1,2,3,0,99,106,293
26,16,0,0,294,0,0,1,1,0,293
26,16,0,1,296,0,0,1,1,0,295
26,16,0,2,280,14,2,3,5,0,98,106,110,116,293
26,17,0,0,267,27,1,2,3,0,105,132,293
26,17,0,1,296,0,0,1,1,0,295
26,17,0,2,275,19,1,2,3,0,105,124,293
26,18,0,0,284,10,1,2,3,0,107,117,293
26,18,0,1,296,0,0,1,1,0,295
26,18,0,2,260,34,3,4,7,0,68,72,111,133,155,163,293
26,19,0,0,294,0,0,1,1,0,293
26,19,0,1,286,10,1,2,3,0,38,48,295
26,19,0,2,285,9,1,2,3,0,70,79,293
26,20,0,0,294,0,0,1,1,0,293
26,20,0,1,274,22,1,2,3,0,41,63,295
26,20,0,2,281,13,1,2,3,0,70,83,293
26,21,0,0,280,14,2,3,5,0,169,178,197,202,293
26,21,0,1,280,16,1,2,3,0,49,65,295
26,21,0,2,280,14,1,2,3,0,67,81,293
26,22,0,0,285,9,1,2,3,0,169,178,293
26,22,0,1,287,9,1,2,3,0,54,63,295
26,22,0,2,274,20,1,2,3,0,61,81,293
26,23,0,0,280,14,2,3,5,0,172,178,186,194,293
26,23,0,1,290,6,1,2,3,0,55,61,295
26,23,0,2,272,22,1,2,3,0,59,81,293
26,24,0,0,267,27,2,3,5,0,174,195,271,277,293
26,24,0,1,289,7,1,2,3,0,53,60,295
26,24,0,2,267,27,1,2,3,0,58,85,293
26,25,0,0,230,64,3,4,7,0,113,128,175,202,263,285,293
26,25,0,1,285,11,1,2,3,0,51,62,295
26,25,0,2,253,41,1,2,3,0,58,99,293
26,26,0,0,219,75,3,4,7,0,110,132,175,202,264,290,293
26,26,0,1,271,25,2,3,5,0,50,63,191,203,295
26,26,0,2,247,47,1,2,3,0,59,106,293
26,27,0,0,230,64,3,3,6,0,110,129,177,194,265,293
26,27,0,1,280,16,1,2,3,0,191,207,295
26,27,0,2,237,57,2,3,5,0,59,111,213,218,293
26,28,0,0,272,22,2,3,5,0,113,127,268,276,293
26,28,0,1,289,7,2,3,5,0,139,144,202,204,295
26,28,0,2,212,82,2,3,5,0,58,112,187,215,293
26,29,0,0,294,0,0,1,1,0,293
26,29,0,1,291,5,1,2,3,0,143,148,295
26,29,0,2,214,80,2,3,5,0,59,112,185,212,293
26,30,0,0,294,0,0,1,1,0,293
26,30,0,1,296,0,0,1,1,0,295
26,30,0,2,229,65,2,3,5,0,65,112,184,202,293
26,31,0,0,294,0,0,1,1,0,293
26,31,0,1,296,0,0,1,1,0,295
26,31,0,2,241,53,2,3,5,0,71,108,183,199,293
26,32,0,0,294,0,0,1,1,0,293
26,32,0,1,296,0,0,1,1,0,295
26,32,0,2,246,48,2,3,5,0,73,106,183,198,293
26,33,0,0,294,0,0,1,1,0,293
26,33,0,1,296,0,0,1,1,0,295
26,33,0,2,243,51,3,4,7,0,73,105,184,198,239,244,293
26,34,0,0,294,0,0,1,1,0,293
26,34,0,1,292,4,1,2,3,0,143,147,295
26,34,0,2,253,41,2,3,5,0,74,103,185,197,293
26,35,0,0,294,0,0,1,1,0,293
26,35,0,1,281,15,1,2,3,0,140,155,295
26,35,0,2,252,42,3,4,7,0,41,50,78,102,187,196,293
26,36,0,0,294,0,0,1,1,0,293
26,36,0,1,276,20,1,2,3,0,138,158,295
26,36,0,2,252,42,3,4,7,0,39,54,81,100,188,196,293
26,37,0,0,294,0,0,1,1,0,293
26,37,0,1,273,23,1,2,3,0,136,159,295
26,37,0,2,258,36,3,3,6,0,1,39,55,81,99,293
26,38,0,0,294,0,0,1,1,0,293
26,38,0,1,272,24,1,2,3,0,137,161,295
26,38,0,2,250,44,4,4,8,0,5,39,58,83,100,237,239,293
26,39,0,0,294,0,0,1,1,0,293
26,39,0,1,271,25,1,2,3,0,136,161,295
26,39,0,2,245,49,4,4,8,0,6,39,58,84,100,233,240,293
26,40,0,0,292,2,1,2,3,0,213,215,293
26,40,0,1,273,23,1,2,3,0,137,160,295
26,40,0,2,244,50,4,4,8,0,7,39,59,86,101,233,240,293
26,41,0,0,294,0,0,1,1,0,293
26,41,0,1,275,21,1,2,3,0,138,159,295
26,41,0,2,245,49,4,4,8,0,9,39,58,88,101,231,238,293
26,42,0,0,285,9,1,2,3,0,213,222,293
26,42,0,1,278,18,1,2,3,0,139,157,295
26,42,0,2,251,43,4,4,8,0,8,37,54,89,99,228,235,293
27,0,0,0,289,0,0,1,1,0,288
27,0,0,1,298,0,0,1,1,0,297
27,0,0,2,294,0,0,1,1,0,293
27,1,0,0,289,0,0,1,1,0,288
27,1,0,1,298,0,0,1,1,0,297
27,1,0,2,294,0,0,1,1,0,293
27,2,0,0,289,0,0,1,1,0,288
27,2,0,1,298,0,0,1,1,0,297
27,2,0,2,294,0,0,1,1,0,293
27,3,0,0,289,0,0,1,1,0,288
27,3,0,1,298,0,0,1,1,0,297
27,3,0,2,294,0,0,1,1,0,293
27,4,0,0,289,0,0,1,1,0,288
27,4,0,1,298,0,0,1,1,0,297
