pi,ti,zi,ni,n1,n2,ns1,ns2,Nsecs,xpos
2,20,0,2,289,0,0,1,1,0,288
2,21,0,0,283,0,0,1,1,0,282
2,21,0,1,281,0,0,1,1,0,280
2,21,0,2,289,0,0,1,1,0,288
2,22,0,0,283,0,0,1,1,0,282
2,22,0,1,281,0,0,1,1,0,280
2,22,0,2,289,0,0,1,1,0,288
2,23,0,0,283,0,0,1,1,0,282
2,23,0,1,281,0,0,1,1,0,280
2,23,0,2,289,0,0,1,1,0,288
2,24,0,0,283,0,0,1,1,0,282
2,24,0,1,281,0,0,1,1,0,280
2,24,0,2,289,0,0,1,1,0,288
2,25,0,0,283,0,0,1,1,0,282
2,25,0,1,281,0,0,1,1,0,280
2,25,0,2,289,0,0,1,1,0,288
2,26,0,0,283,0,0,1,1,0,282
2,26,0,1,281,0,0,1,1,0,280
2,26,0,2,289,0,0,1,1,0,288
2,27,0,0,283,0,0,1,1,0,282
2,27,0,1,281,0,0,1,1,0,280
2,27,0,2,289,0,0,1,1,0,288
2,28,0,0,283,0,0,1,1,0,282
2,28,0,1,281,0,0,1,1,0,280
2,28,0,2,289,0,0,1,1,0,288
2,29,0,0,283,0,0,1,1,0,282
2,29,0,1,281,0,0,1,1,0,280
2,29,0,2,289,0,0,1,1,0,288
2,30,0,0,283,0,0,1,1,0,282
2,30,0,1,281,0,0,1,1,0,280
2,30,0,2,289,0,0,1,1,0,288
2,31,0,0,283,0,0,1,1,0,282
2,31,0,1,281,0,0,1,1,0,280
2,31,0,2,289,0,0,1,1,0,288
2,32,0,0,283,0,0,1,1,0,282
2,32,0,1,281,0,0,1,1,0,280
2,32,0,2,289,0,0,1,1,0,288
2,33,0,0,283,0,0,1,1,0,282
2,33,0,1,281,0,0,1,1,0,280
2,33,0,2,289,0,0,1,1,0,288
2,34,0,0,283,0,0,1,1,0,282
2,34,0,1,281,0,0,1,1,0,280
2,34,0,2,289,0,0,1,1,0,288
2,35,0,0,283,0,0,1,1,0,282
2,35,0,1,281,0,0,1,1,0,280
2,35,0,2,289,0,0,1,1,0,288
2,36,0,0,283,0,0,1,1,0,282
2,36,0,1,281,0,0,1,1,0,280
2,36,0,2,289,0,0,1,1,0,288
2,37,0,0,283,0,0,1,1,0,282
2,37,0,1,281,0,0,1,1,0,280
2,37,0,2,289,0,0,1,1,0,288
2,38,0,0,283,0,0,1,1,0,282
2,38,0,1,281,0,0,1,1,0,280
2,38,0,2,289,0,0,1,1,0,288
2,39,0,0,283,0,0,1,1,0,282
2,39,0,1,281,0,0,1,1,0,280
2,39,0,2,289,0,0,1,1,0,288
2,40,0,0,283,0,0,1,1,0,282
2,40,0,1,281,0,0,1,1,0,280
2,40,0,2,289,0,0,1,1,0,288
2,41,0,0,283,0,0,1,1,0,282
2,41,0,1,281,0,0,1,1,0,280
2,41,0,2,289,0,0,1,1,0,288
2,42,0,0,283,0,0,1,1,0,282
2,42,0,1,281,0,0,1,1,0,280
2,42,0,2,289,0,0,1,1,0,288
3,0,0,0,293,0,0,1,1,0,292
3,0,0,1,287,0,0,1,1,0,286
3,0,0,2,285,0,0,1,1,0,284
3,1,0,0,293,0,0,1,1,0,292
3,1,0,1,287,0,0,1,1,0,286
3,1,0,2,285,0,0,1,1,0,284
3,2,0,0,293,0,0,1,1,0,292
3,2,0,1,287,0,0,1,1,0,286
3,2,0,2,285,0,0,1,1,0,284
3,3,0,0,293,0,0,1,1,0,292
3,3,0,1,287,0,0,1,1,0,286
3,3,0,2,285,0,0,1,1,0,284
3,4,0,0,293,0,0,1,1,0,292
3,4,0,1,287,0,0,1,1,0,286
3,4,0,2,285,0,0,1,1,0,284
3,5,0,0,293,0,0,1,1,0,292
3,5,0,1,287,0,0,1,1,0,286
3,5,0,2,285,0,0,1,1,0,284
3,6,0,0,293,0,0,1,1,0,292
3,6,0,1,287,0,0,1,1,0,286
3,6,0,2,285,0,0,1,1,0,284
3,7,0,0,293,0,0,1,1,0,292
3,7,0,1,287,0,0,1,1,0,286
3,7,0,2,285,0,0,1,1,0,284
3,8,0,0,293,0,0,1,1,0,292
3,8,0,1,287,0,0,1,1,0,286
3,8,0,2,285,0,0,1,1,0,284
3,9,0,0,293,0,0,1,1,0,292
3,9,0,1,287,0,0,1,1,0,286
3,9,0,2,285,0,0,1,1,0,284
3,10,0,0,293,0,0,1,1,0,292
3,10,0,1,287,0,0,1,1,0,286
3,10,0,2,285,0,0,1,1,0,284
3,11,0,0,293,0,0,1,1,0,292
3,11,0,1,287,0,0,1,1,0,286
3,11,0,2,285,0,0,1,1,0,284
3,12,0,0,293,0,0,1,1,0,292
3,12,0,1,287,0,0,1,1,0,286
3,12,0,2,285,0,0,1,1,0,284
3,13,0,0,293,0,0,1,1,0,292
3,13,0,1,287,0,0,1,1,0,286
3,13,0,2,285,0,0,1,1,0,284
3,14,0,0,293,0,0,1,1,0,292
3,14,0,1,287,0,0,1,1,0,286
3,14,0,2,285,0,0,1,1,0,284
3,15,0,0,293,0,0,1,1,0,292
3,15,0,1,287,0,0,1,1,0,286
3,15,0,2,285,0,0,1,1,0,284
3,16,0,0,293,0,0,1,1,0,292
3,16,0,1,287,0,0,1,1,0,286
3,16,0,2,285,0,0,1,1,0,284
3,17,0,0,293,0,0,1,1,0,292
3,17,0,1,287,0,0,1,1,0,286
3,17,0,2,285,0,0,1,1,0,284
3,18,0,0,293,0,0,1,1,0,292
3,18,0,1,287,0,0,1,1,0,286
3,18,0,2,285,0,0,1,1,0,284
3,19,0,0,293,0,0,1,1,0,292
3,19,0,1,287,0,0,1,1,0,286
3,19,0,2,285,0,0,1,1,0,284
3,20,0,0,293,0,0,1,1,0,292
3,20,0,1,287,0,0,1,1,0,286
3,20,0,2,285,0,0,1,1,0,284
3,21,0,0,293,0,0,1,1,0,292
3,21,0,1,287,0,0,1,1,0,286
3,21,0,2,285,0,0,1,1,0,284
3,22,0,0,293,0,0,1,1,0,292
3,22,0,1,287,0,0,1,1,0,286
3,22,0,2,285,0,0,1,1,0,284
3,23,0,0,293,0,0,1,1,0,292
3,23,0,1,287,0,0,1,1,0,286
3,23,0,2,285,0,0,1,1,0,284
3,24,0,0,293,0,0,1,1,0,292
3,24,0,1,287,0,0,1,1,0,286
3,24,0,2,285,0,0,1,1,0,284
3,25,0,0,293,0,0,1,1,0,292
3,25,0,1,287,0,0,1,1,0,286
3,25,0,2,285,0,0,1,1,0,284
3,26,0,0,293,0,0,1,1,0,292
3,26,0,1,287,0,0,1,1,0,286
3,26,0,2,285,0,0,1,1,0,284
3,27,0,0,293,0,0,1,1,0,292
3,27,0,1,287,0,0,1,1,0,286
3,27,0,2,285,0,0,1,1,0,284
3,28,0,0,293,0,0,1,1,0,292
3,28,0,1,287,0,0,1,1,0,286
3,28,0,2,285,0,0,1,1,0,284
3,29,0,0,293,0,0,1,1,0,292
3,29,0,1,287,0,0,1,1,0,286
3,29,0,2,285,0,0,1,1,0,284
3,30,0,0,293,0,0,1,1,0,292
3,30,0,1,287,0,0,1,1,0,286
3,30,0,2,285,0,0,1,1,0,284
3,31,0,0,293,0,0,1,1,0,292
3,31,0,1,287,0,0,1,1,0,286
3,31,0,2,285,0,0,1,1,0,284
3,32,0,0,293,0,0,1,1,0,292
3,32,0,1,287,0,0,1,1,0,286
3,32,0,2,285,0,0,1,1,0,284
3,33,0,0,293,0,0,1,1,0,292
3,33,0,1,287,0,0,1,1,0,286
3,33,0,2,285,0,0,1,1,0,284
3,34,0,0,293,0,0,1,1,0,292
3,34,0,1,287,0,0,1,1,0,286
3,34,0,2,285,0,0,1,1,0,284
3,35,0,0,293,0,0,1,1,0,292
3,35,0,1,287,0,0,1,1,0,286
3,35,0,2,285,0,0,1,1,0,284
3,36,0,0,293,0,0,1,1,0,292
3,36,0,1,287,0,0,1,1,0,286
3,36,0,2,285,0,0,1,1,0,284
3,37,0,0,293,0,0,1,1,0,292
3,37,0,1,287,0,0,1,1,0,286
3,37,0,2,285,0,0,1,1,0,284
3,38,0,0,293,0,0,1,1,0,292
3,38,0,1,287,0,0,1,1,0,286
3,38,0,2,285,0,0,1,1,0,284
3,39,0,0,293,0,0,1,1,0,292
3,39,0,1,287,0,0,1,1,0,286
3,39,0,2,285,0,0,1,1,0,284
3,40,0,0,293,0,0,1,1,0,292
3,40,0,1,287,0,0,1,1,0,286
3,40,0,2,285,0,0,1,1,0,284
3,41,0,0,293,0,0,1,1,0,292
3,41,0,1,287,0,0,1,1,0,286
3,41,0,2,285,0,0,1,1,0,284
3,42,0,0,293,0,0,1,1,0,292
3,42,0,1,287,0,0,1,1,0,286
3,42,0,2,285,0,0,1,1,0,284
4,0,0,0,285,0,0,1,1,0,284
4,0,0,1,287,0,0,1,1,0,286
4,0,0,2,289,0,0,1,1,0,288
4,1,0,0,285,0,0,1,1,0,284
4,1,0,1,287,0,0,1,1,0,286
4,1,0,2,289,0,0,1,1,0,288
4,2,0,0,285,0,0,1,1,0,284
4,2,0,1,287,0,0,1,1,0,286
4,2,0,2,289,0,0,1,1,0,288
4,3,0,0,285,0,0,1,1,0,284
4,3,0,1,287,0,0,1,1,0,286
4,3,0,2,289,0,0,1,1,0,288
4,4,0,0,285,0,0,1,1,0,284
4,4,0,1,287,0,0,1,1,0,286
4,4,0,2,289,0,0,1,1,0,288
4,5,0,0,285,0,0,1,1,0,284
4,5,0,1,287,0,0,1,1,0,286
4,5,0,2,289,0,0,1,1,0,288
4,6,0,0,285,0,0,1,1,0,284
4,6,0,1,287,0,0,1,1,0,286
4,6,0,2,289,0,0,1,1,0,288
4,7,0,0,285,0,0,1,1,0,284
4,7,0,1,287,0,0,1,1,0,286
4,7,0,2,289,0,0,1,1,0,288
4,8,0,0,285,0,0,1,1,0,284
4,8,0,1,287,0,0,1,1,0,286
4,8,0,2,289,0,0,1,1,0,288
4,9,0,0,285,0,0,1,1,0,284
4,9,0,1,287,0,0,1,1,0,286
4,9,0,2,289,0,0,1,1,0,288
4,10,0,0,285,0,0,1,1,0,284
4,10,0,1,287,0,0,1,1,0,286
4,10,0,2,289,0,0,1,1,0,288
4,11,0,0,285,0,0,1,1,0,284
4,11,0,1,287,0,0,1,1,0,286
4,11,0,2,289,0,0,1,1,0,288
4,12,0,0,285,0,0,1,1,0,284
4,12,0,1,287,0,0,1,1,0,286
4,12,0,2,289,0,0,1,1,0,288
4,13,0,0,285,0,0,1,1,0,284
4,13,0,1,287,0,0,1,1,0,286
4,13,0,2,289,0,0,1,1,0,288
4,14,0,0,285,0,0,1,1,0,284
4,14,0,1,287,0,0,1,1,0,286
4,14,0,2,289,0,0,1,1,0,288
4,15,0,0,285,0,0,1,1,0,284
4,15,0,1,287,0,0,1,1,0,286
4,15,0,2,289,0,0,1,1,0,288
4,16,0,0,285,0,0,1,1,0,284
4,16,0,1,287,0,0,1,1,0,286
4,16,0,2,289,0,0,1,1,0,288
4,17,0,0,285,0,0,1,1,0,284
4,17,0,1,287,0,0,1,1,0,286
4,17,0,2,289,0,0,1,1,0,288
4,18,0,0,285,0,0,1,1,0,284
4,18,0,1,287,0,0,1,1,0,286
4,18,0,2,289,0,0,1,1,0,288
4,19,0,0,285,0,0,1,1,0,284
4,19,0,1,287,0,0,1,1,0,286
4,19,0,2,289,0,0,1,1,0,288
4,20,0,0,285,0,0,1,1,0,284
4,20,0,1,287,0,0,1,1,0,286
4,20,0,2,289,0,0,1,1,0,288
4,21,0,0,285,0,0,1,1,0,284
4,21,0,1,287,0,0,1,1,0,286
4,21,0,2,289,0,0,1,1,0,288
4,22,0,0,285,0,0,1,1,0,284
4,22,0,1,287,0,0,1,1,0,286
4,22,0,2,289,0,0,1,1,0,288
4,23,0,0,285,0,0,1,1,0,284
4,23,0,1,287,0,0,1,1,0,286
4,23,0,2,289,0,0,1,1,0,288
4,24,0,0,285,0,0,1,1,0,284
4,24,0,1,287,0,0,1,1,0,286
4,24,0,2,289,0,0,1,1,0,288
4,25,0,0,285,0,0,1,1,0,284
4,25,0,1,287,0,0,1,1,0,286
4,25,0,2,289,0,0,1,1,0,288
4,26,0,0,285,0,0,1,1,0,284
4,26,0,1,287,0,0,1,1,0,286
4,26,0,2,289,0,0,1,1,0,288
4,27,0,0,285,0,0,1,1,0,284
4,27,0,1,287,0,0,1,1,0,286
4,27,0,2,289,0,0,1,1,0,288
4,28,0,0,285,0,0,1,1,0,284
4,28,0,1,287,0,0,1,1,0,286
4,28,0,2,289,0,0,1,1,0,288
4,29,0,0,285,0,0,1,1,0,284
4,29,0,1,287,0,0,1,1,0,286
4,29,0,2,289,0,0,1,1,0,288
4,30,0,0,285,0,0,1,1,0,284
4,30,0,1,287,0,0,1,1,0,286
4,30,0,2,289,0,0,1,1,0,288
4,31,0,0,285,0,0,1,1,0,284
4,31,0,1,287,0,0,1,1,0,286
4,31,0,2,289,0,0,1,1,0,288
4,32,0,0,285,0,0,1,1,0,284
