6096 64 70	100 110
1741 1 1.000000  46.218723 3.536587 0  -1.667095 -16.961388 0  2.391841 0 0.537127  5.743294e-06
2107 1 1.000000  -35.870492 43.909568 0  0.920250 -1.176533 0  -3.072863 0 0.715027  5.894642e-06
2048 1 1.000000  -23.495760 37.176876 0  2.750746 -3.964699 0  2.623729 0 0.437729  6.452063e-06
2048 1 1.000000  -18.447944 -35.024872 0  4.663667 -48.278283 0  4.984008 0 0.408372  2.241320e-06
202 1 1.000000  -32.723549 10.295751 0  -1.042928 -16.660866 0  1.733411 0 0.270304  4.816839e-06
1715 1 1.000000  13.070018 -2.468725 0  -1.963763 -25.110705 0  -2.134862 0 0.265834  4.711753e-06
2107 1 1.000000  -40.133859 29.135772 0  -1.153348 -8.993321 0  1.098530 0 0.879966  9.707003e-06
1180 1 1.000000  29.860397 -46.147681 0  1.729039 -55.343507 0  -1.839121 0 0.435642  1.014216e-07
524 1 1.000000  48.953230 21.351082 0  1.415385 -13.555766 0  1.407235 0 0.261553  5.097404e-06
2048 1 1.000000  -19.277296 33.442694 0  -0.440225 -4.278066 0  -1.556609 0 0.611027  8.288421e-06
1180 1 1.000000  33.193479 -9.799404 0  -0.788603 -25.181174 0  -2.208201 0 0.192885  2.906864e-06
502 1 1.000000  1.441185 9.234135 0  2.248789 -19.668653 0  -0.307831 0 0.574607  6.699933e-06
2107 1 1.000000  -35.710190 -19.254476 0  -0.483628 -34.868173 0  -2.152285 0 0.663013  4.958459e-06
202 1 1.000000  -28.527929 -10.491357 0  1.055287 -29.927993 0  -1.152233 0 0.781846  4.421052e-06
472 1 1.000000  18.093121 26.358903 0  4.290537 -5.084715 0  1.736601 0 0.497643  4.581828e-06
2048 1 1.000000  -21.911712 -10.826024 0  1.239029 -29.248556 0  1.511981 0 0.678617  4.202398e-06
2048 1 1.000000  -22.277342 -25.760441 0  -2.989767 -34.118831 0  4.630450 0 0.267205  2.491800e-06
524 1 1.000000  46.092036 -32.179831 0  -1.028588 -39.357234 0  4.882261 0 0.384845  1.573495e-06
1180 1 1.000000  32.201274 -25.590250 0  4.787715 -40.705652 0  -1.728662 0 0.789352  2.693793e-06
1180 1 1.000000  29.724530 43.070355 0  -0.109177 -1.871997 0  -2.854443 0 0.218521  4.442051e-06
1715 1 1.000000  18.167978 -44.805407 0  -4.136971 -52.783193 0  -1.513253 0 0.676491  3.391548e-07
1729 1 1.000000  -14.023787 15.145210 0  -0.318276 -14.512450 0  -4.075390 0 0.306984  4.357397e-06
1715 1 1.000000  7.994675 -25.550891 0  -0.101787 -37.454209 0  1.861397 0 0.252576  3.414066e-06
2048 1 1.000000  -23.936869 39.094054 0  -0.257304 -5.080830 0  5.592210 0 0.570065  7.888558e-06
1729 1 1.000000  -9.656121 28.670399 0  1.664965 -11.024626 0  -1.530360 0 0.841847  5.274102e-06
1729 1 1.000000  -4.657285 41.063728 0  1.078745 -2.801175 0  -2.458467 0 0.354653  6.245411e-06
202 1 1.000000  -30.628982 -15.301376 0  0.880252 -32.044415 0  1.069595 0 0.623451  4.015536e-06
2048 1 1.000000  -19.495885 -31.591172 0  -0.813095 -43.232773 0  1.711333 0 0.480692  2.572596e-06
202 1 1.000000  -31.209770 -31.840874 0  0.788535 -41.062781 0  -1.336285 0 0.487655  2.306378e-06
2107 1 1.000000  -43.012209 -33.329187 0  1.626955 -44.426986 0  1.329248 0 0.305746  2.066518e-06
