0.000000 0 1565 1565
0.000000 1 442 442
1.000031 0 1567 1567
1.000031 1 442 442
2.000061 0 2362 2362
2.000061 1 689 689
3.000092 0 3106 3106
3.000092 1 877 877
4.000122 0 3256 3256
4.000122 1 917 917
5.000153 0 4068 4068
5.000153 1 1156 1156
6.000183 0 4278 4278
6.000183 1 1213 1213
7.000214 0 3875 3875
7.000214 1 1091 1091
8.000244 0 4216 4216
8.000244 1 1144 1144
9.000275 0 4295 4295
9.000275 1 1158 1158
10.000305 0 4004 4004
10.000305 1 1084 1084
11.000336 0 4195 4195
11.000336 1 1170 1170
12.000366 0 4227 4227
12.000366 1 1180 1180
13.000397 0 4017 4017
13.000397 1 1163 1163
14.000427 0 4149 4149
14.000427 1 1197 1197
15.000458 0 4128 4128
15.000458 1 1245 1245
16.000488 0 4025 4025
16.000488 1 1216 1216
17.000519 0 4125 4125
17.000519 1 1200 1200
18.000549 0 4216 4216
18.000549 1 1154 1154
19.000580 0 4243 4243
19.000580 1 1043 1043
20.000610 0 3907 3907
20.000610 1 1057 1057
21.000641 0 3709 3709
21.000641 1 1196 1196
22.000671 0 3525 3525
22.000671 1 1367 1367
23.000702 0 3354 3354
23.000702 1 1566 1566
24.000732 0 3167 3167
24.000732 1 1800 1800
25.000763 0 2958 2958
25.000763 1 2038 2038
26.000793 0 2744 2744
26.000793 1 2273 2273
27.000824 0 2539 2539
27.000824 1 2512 2512
28.000854 0 2333 2333
28.000854 1 2684 2684
29.000885 0 2174 2174
29.000885 1 2888 2888
30.000916 0 2044 2044
30.000916 1 3057 3057
31.000946 0 1898 1898
31.000946 1 3171 3171
32.000977 0 1691 1691
32.000977 1 3412 3412
33.001007 0 1433 1433
33.001007 1 3740 3740
34.001038 0 1247 1247
34.001038 1 3881 3881
35.001068 0 1123 1123
35.001068 1 4036 4036
36.001099 0 1035 1035
36.001099 1 4187 4187
37.001129 0 935 935
37.001129 1 4195 4195
38.001160 0 837 837
38.001160 1 4330 4330
39.001190 0 712 712
39.001190 1 4518 4518
40.001221 0 644 644
40.001221 1 4511 4511
41.001251 0 565 565
41.001251 1 4669 4669
42.001282 0 484 484
42.001282 1 4809 4809
43.001312 0 415 415
43.001312 1 4798 4798
44.001343 0 352 352
44.001343 1 4891 4891
45.001373 0 344 344
45.001373 1 4922 4922
46.001404 0 348 348
46.001404 1 4867 4867
47.001434 0 309 309
47.001434 1 4971 4971
48.001465 0 295 295
48.001465 1 4990 4990
49.001495 0 271 271
49.001495 1 4969 4969
50.001526 0 238 238
50.001526 1 5058 5058
51.001556 0 214 214
51.001556 1 5043 5043
52.001587 0 180 180
52.001587 1 5100 5100
53.001617 0 169 169
53.001617 1 5108 5108
54.001648 0 171 171
54.001648 1 5126 5126
55.001678 0 138 138
55.001678 1 5139 5139
56.001709 0 116 116
56.001709 1 5159 5159
57.001740 0 106 106
57.001740 1 5157 5157
58.001770 0 94 94
58.001770 1 5184 5184
59.001801 0 91 91
59.001801 1 5221 5221
60.001831 0 73 73
60.001831 1 5218 5218
61.001862 0 58 58
61.001862 1 5248 5248
62.001892 0 49 49
62.001892 1 5274 5274
63.001923 0 27 27
63.001923 1 5298 5298
64.001953 0 18 18
64.001953 1 5279 5279
65.001984 0 11 11
65.001984 1 5337 5337
66.002014 0 12 12
66.002014 1 5352 5352
67.002045 0 11 11
67.002045 1 5314 5314
68.002075 0 8 8
68.002075 1 5355 5355
69.002106 0 12 12
69.002106 1 5316 5316
70.002136 0 17 17
70.002136 1 5315 5315
71.002167 0 18 18
71.002167 1 5325 5325
72.002197 0 22 22
72.002197 1 5313 5313
73.002228 0 12 12
73.002228 1 5329 5329
74.002258 0 12 12
74.002258 1 5323 5323
75.002289 0 17 17
75.002289 1 5304 5304
76.002319 0 22 22
76.002319 1 5291 5291
77.002350 0 26 26
77.002350 1 5266 5266
78.002380 0 33 33
78.002380 1 5238 5238
79.002411 0 46 46
79.002411 1 5286 5286
80.002441 0 49 49
80.002441 1 5236 5236
81.002472 0 44 44
81.002472 1 5271 5271
82.002502 0 53 53
82.002502 1 5291 5291
83.002533 0 49 49
83.002533 1 5263 5263
84.002563 0 35 35
84.002563 1 5246 5246
85.002594 0 40 40
85.002594 1 5299 5299
86.002625 0 46 46
86.002625 1 5250 5250
87.002655 0 42 42
87.002655 1 5254 5254
88.002686 0 45 45
88.002686 1 5304 5304
89.002716 0 49 49
89.002716 1 5274 5274
90.002747 0 43 43
90.002747 1 5249 5249
91.002777 0 51 51
91.002777 1 5276 5276
92.002808 0 46 46
92.002808 1 5276 5276
93.002838 0 48 48
93.002838 1 5291 5291
94.002869 0 49 49
94.002869 1 5263 5263
95.002899 0 45 45
95.002899 1 5312 5312
96.002930 0 40 40
96.002930 1 5275 5275
97.002960 0 39 39
97.002960 1 5284 5284
98.002991 0 36 36
98.002991 1 5292 5292
99.003021 0 41 41
99.003021 1 5289 5289
100.003052 0 49 49
100.003052 1 5289 5289
101.003082 0 46 46
101.003082 1 5304 5304
102.003113 0 55 55
102.003113 1 5255 5255
103.003143 0 51 51
103.003143 1 5287 5287
104.003174 0 45 45
104.003174 1 5253 5253
105.003204 0 50 50
105.003204 1 5286 5286
106.003235 0 44 44
106.003235 1 5271 5271
107.003265 0 48 48
107.003265 1 5257 5257
108.003296 0 47 47
108.003296 1 5282 5282
109.003326 0 44 44
109.003326 1 5294 5294
