 ,X,Y
1,42.555,89.282
2,141.641,88.239
3,144.145,149.151
4,41.512,153.323
5,240.936,85.736
6,342.734,81.564
7,342.734,147.482
8,244.274,148.317
9,442.029,82.398
10,541.324,80.729
11,545.496,141.641
12,444.533,146.648
13,640.619,74.054
14,737.411,73.220
15,737.411,139.972
16,645.626,142.476
