,X,Y
1,61.746,82.607
2,157.704,80.103
3,161.041,145.188
4,64.250,148.525
5,262.005,76.766
6,356.294,75.931
7,357.962,142.684
8,261.171,145.188
9,458.092,75.931
10,554.883,75.097
11,558.221,139.347
12,458.926,139.347
13,655.847,68.422
14,751.804,66.753
15,758.480,136.009
16,661.688,136.843
