 ,X,Y
1,53.402,347.949
2,150.820,345.238
3,150.820,435.354
4,54.863,437.857
5,250.115,343.569
6,351.078,341.900
7,351.913,431.182
8,250.949,433.685
9,447.036,340.231
10,549.668,339.397
11,551.337,430.348
12,447.036,431.182
13,648.963,336.893
14,748.258,336.893
15,748.258,426.175
16,652.301,426.175
