 ,X,Y
1,42.555,83.441
2,144.979,82.398
3,149.151,147.482
4,44.850,149.151
5,245.108,77.392
6,344.403,77.392
7,346.906,143.310
8,248.446,145.813
9,444.533,73.220
10,542.993,71.551
11,547.165,137.469
12,445.367,139.138
13,644.791,68.213
14,743.252,66.544
15,744.921,134.132
16,648.129,135.800
