 ,X,Y
1,45.058,111.811
2,143.519,112.646
3,146.856,174.392
4,45.058,174.392
5,245.317,107.639
6,344.612,110.142
7,348.784,171.054
8,247.820,168.551
9,444.741,104.301
10,544.870,104.301
11,548.208,161.876
12,448.079,164.379
13,643.331,98.461
14,740.123,99.295
15,748.467,157.704
16,647.503,158.538
