 ,X,Y
1,50.065,75.931
2,148.317,74.054
3,152.489,142.476
4,50.690,144.979
5,250.115,74.888
6,351.078,73.220
7,352.747,137.469
8,250.115,140.807
9,448.705,74.054
10,550.503,71.551
11,554.675,131.628
12,448.705,134.132
13,652.301,67.379
14,749.927,65.710
15,750.761,127.456
16,652.301,129.960
