 ,X,Y
1,47.561,337.937
2,150.820,336.059
3,151.654,427.844
4,55.697,431.182
5,250.115,331.887
6,346.906,330.218
7,350.244,422.838
8,252.618,425.341
9,443.698,327.715
10,547.165,324.377
11,546.331,416.997
12,451.208,420.335
13,643.957,324.377
14,744.921,318.536
15,745.755,413.659
16,648.129,413.659
