 ,X,Y
1,48.396,81.772
2,146.856,78.435
3,148.525,139.347
4,48.396,143.519
5,250.323,76.766
6,346.281,75.931
7,347.115,140.181
8,249.489,143.519
9,448.079,70.091
10,546.539,70.091
11,552.380,136.843
12,449.748,139.347
13,648.337,65.918
14,745.129,70.091
15,750.970,131.003
16,651.675,135.175
