 ,X,Y
1,54.028,351.078
2,154.157,346.906
3,154.992,440.360
4,57.366,442.029
5,250.949,344.403
6,353.582,340.231
7,352.747,437.023
8,255.956,438.692
9,451.208,337.728
10,551.337,335.225
11,552.172,432.851
12,454.545,431.182
13,648.129,332.721
14,749.093,330.218
15,749.927,423.672
16,650.632,424.507
