 ,X,Y
1,53.402,347.949
2,154.157,344.403
3,156.661,432.851
4,56.531,434.520
5,248.446,340.231
6,352.747,337.728
7,352.747,425.341
8,252.618,427.010
9,446.201,332.721
10,547.999,330.218
11,549.668,419.500
12,453.711,421.169
13,647.294,330.218
14,749.927,327.715
15,749.093,412.825
16,651.466,411.156
