 ,X,Y
1,49.230,115.983
2,149.360,115.983
3,151.028,177.730
4,50.899,181.067
5,248.655,113.480
6,348.784,112.646
7,352.121,171.889
8,251.992,172.723
9,448.079,108.473
10,549.043,108.473
11,551.546,167.717
12,449.748,168.551
13,649.172,104.301
14,747.632,102.633
15,751.804,165.213
16,650.841,169.385
