 ,X,Y
1,47.561,344.612
2,141.641,344.403
3,144.979,432.016
4,50.690,434.520
5,246.777,341.066
6,347.741,337.728
7,347.741,427.844
8,249.280,427.010
9,447.036,334.390
10,544.662,333.556
11,546.331,421.169
12,444.533,422.838
13,643.957,333.556
14,742.417,331.053
15,741.583,420.335
16,648.129,418.666
