 ,X,Y
1,59.035,89.908
2,158.330,87.405
3,161.667,156.661
4,60.703,159.998
5,259.293,86.570
6,356.085,82.398
7,361.926,151.654
8,259.293,154.157
9,457.883,82.398
10,553.006,79.060
11,558.012,146.648
12,457.883,148.317
13,658.142,79.060
14,753.265,74.054
15,758.271,142.476
16,658.142,144.145
