 ,X,Y
1,36.714,105.970
2,135.175,105.970
3,138.512,166.048
4,35.045,169.385
5,236.138,100.964
6,336.268,101.798
7,337.937,165.213
8,240.310,165.213
9,434.728,98.461
10,536.526,96.792
11,540.698,158.538
12,438.066,160.207
13,634.987,92.620
14,731.779,90.951
15,736.785,152.697
16,637.490,156.035
