 ,X,Y
1,48.396,105.970
2,149.360,105.970
3,151.863,167.717
4,50.899,171.054
5,247.820,100.964
6,348.784,100.129
7,352.956,162.710
8,249.489,166.048
9,446.410,98.461
10,545.705,96.792
11,549.877,160.207
12,448.913,159.373
13,649.172,95.123
14,744.295,91.785
15,747.632,156.869
16,649.172,158.538
