6006 64 70	100 110
1 1 1.000000  6.432633 35.271964 0  0.417456 -9.077431 0  5.142901 0 0.947490  7.807007e-06
1 1 1.000000  -26.267482 38.094568 0  0.519051 -4.470703 0  2.819096 0 0.947047  7.568421e-06
0 1 1.000000  29.231536 36.217342 0  -2.158901 -6.749448 0  -4.289375 0 0.443406  5.760212e-06
0 1 1.000000  42.617343 10.306459 0  0.413103 -20.937599 0  -4.703428 0 0.598251  5.760262e-06
0 1 1.000000  21.501812 26.135024 0  -2.526303 -9.836926 0  1.499165 0 0.559647  5.989012e-06
1 1 1.000000  -21.349726 -7.629247 0  -0.514970 -28.541822 0  -1.572477 0 0.573567  4.664377e-06
1 1 1.000000  13.409499 28.722405 0  -1.020900 -9.434650 0  1.678429 0 0.623994  6.883966e-06
0 1 1.000000  31.946841 -1.810897 0  5.045951 -24.060721 0  -5.173770 0 0.406616  4.914599e-06
1 1 1.000000  -20.884737 19.739911 0  -2.227044 -16.761332 0  5.532623 0 0.696135  8.291264e-06
1 1 1.000000  -14.186534 6.680971 0  0.465198 -21.353678 0  4.571244 0 0.873501  6.903403e-06
0 1 1.000000  -13.190844 -34.799179 0  -2.376472 -49.489924 0  4.759627 0 0.501217  1.743067e-06
1 1 1.000000  3.247287 -35.684587 0  -0.638199 -43.410576 0  4.394046 0 0.388191  1.893019e-06
0 1 1.000000  49.639285 33.099120 0  -0.380953 -10.456022 0  1.616609 0 1.094238  3.592889e-06
0 1 1.000000  2.918473 15.738758 0  0.181488 -19.042907 0  -1.568400 0 0.940064  6.528864e-06
1 1 1.000000  1.903867 30.851754 0  -2.040251 -5.421360 0  -1.717704 0 0.352168  4.378798e-06
0 1 1.000000  18.102228 -34.014562 0  -0.974614 -43.609539 0  4.706651 0 0.340810  1.240198e-06
0 1 1.000000  -37.452120 -33.161672 0  -6.185351 -47.481240 0  1.269576 0 0.557429  1.283039e-06
0 1 1.000000  -24.384355 20.488149 0  -5.102108 -13.086488 0  4.854277 0 0.813598  8.008974e-06
0 1 1.000000  48.800502 -3.193078 0  -0.191792 -25.114718 0  -1.502366 0 0.857307  5.556325e-06
1 1 1.000000  9.739175 18.417362 0  -0.514956 -15.594826 0  1.480776 0 0.770081  6.491347e-06
0 1 1.000000  29.144081 16.520478 0  -0.061299 -15.879161 0  -1.176602 0 0.720881  8.275967e-06
1 1 1.000000  33.882113 -10.216066 0  0.240797 -5.442431 0  4.523517 0 0.159393  2.809776e-06
0 1 1.000000  23.163506 2.486126 0  1.079430 -20.623526 0  -1.554856 0 0.581971  5.092728e-06
