 ,X,Y
1,19.191,316.242
2,123.284,314.364
3,120.781,401.143
4,22.320,402.812
5,219.242,311.027
6,319.371,310.192
7,319.371,397.805
8,220.910,397.805
9,416.163,309.358
10,517.126,306.855
11,517.126,392.799
12,416.997,393.633
13,612.249,304.351
14,714.047,302.683
15,714.882,390.296
16,614.752,388.627
