 ,X,Y
1,35.880,277.024
2,135.800,275.981
3,134.132,361.091
4,36.505,361.926
5,232.592,272.644
6,333.556,270.975
7,331.053,356.085
8,236.764,359.423
9,430.348,272.644
10,530.477,270.975
11,529.642,352.747
12,432.851,352.747
13,630.606,267.637
14,727.398,265.134
15,729.067,346.072
16,631.441,347.741
