 ,X,Y
1,55.071,186.074
2,155.826,184.196
3,157.495,264.300
4,57.366,267.637
5,256.790,184.196
6,354.416,180.859
7,356.085,259.293
8,256.790,265.134
9,453.711,180.024
10,554.675,176.687
11,555.509,258.459
12,455.380,260.962
13,654.804,175.018
14,753.265,173.349
15,755.768,254.287
16,655.639,256.790
