 ,X,Y
1,65.084,230.297
2,166.674,230.089
3,166.674,318.536
4,69.048,319.371
5,261.796,228.420
6,366.098,229.254
7,365.263,312.696
8,266.803,315.199
9,459.552,222.579
10,564.688,220.910
11,561.350,308.524
12,462.890,311.861
13,658.142,220.076
14,760.774,219.242
15,759.106,306.855
16,662.314,306.855
