 ,X,Y
1,34.211,196.921
2,134.132,194.209
3,134.132,275.147
4,35.671,278.485
5,234.261,195.044
6,331.887,193.375
7,333.556,271.809
8,233.427,275.147
9,432.851,191.706
10,532.146,190.037
11,532.980,267.637
12,434.520,271.809
13,632.275,188.368
14,730.736,185.865
15,734.073,266.803
16,631.441,268.472
