 ,X,Y
1,65.918,238.642
2,162.502,235.095
3,162.502,322.708
4,72.385,326.046
5,265.134,235.095
6,361.091,233.427
7,359.423,320.205
8,266.803,321.040
9,462.055,230.923
10,557.178,229.254
11,557.178,314.364
12,464.558,314.364
13,658.142,227.586
14,755.768,225.917
15,756.602,308.524
16,666.486,312.696
