 ,X,Y
1,36.714,211.940
2,136.635,209.229
3,137.469,286.829
4,38.174,289.332
5,238.433,208.394
6,335.225,205.891
7,336.059,283.491
8,239.267,285.160
9,436.188,205.057
10,534.649,204.222
11,535.483,279.319
12,437.857,282.657
13,635.613,201.719
14,734.908,200.884
15,736.576,275.981
16,637.281,279.319
