 ,X,Y
1,92.620,181.902
2,191.706,177.521
3,194.209,259.293
4,93.245,262.631
5,292.670,178.355
6,391.130,174.183
7,391.965,254.287
8,292.670,259.293
9,491.260,175.018
10,588.051,171.680
11,590.554,251.784
12,490.425,255.121
13,690.684,170.846
14,787.475,168.342
15,790.813,247.611
16,691.518,251.784
