 ,X,Y
1,76.766,292.878
2,180.024,292.670
3,178.355,378.614
4,79.895,380.283
5,273.478,289.332
6,374.442,290.166
7,375.276,374.442
8,276.816,375.276
9,472.068,286.829
10,572.197,285.994
11,573.032,371.104
12,474.571,373.608
13,670.658,282.657
14,769.953,282.657
15,769.118,368.601
16,674.830,371.104
