 ,X,Y
1,53.402,197.755
2,151.654,193.375
3,153.323,275.981
4,54.028,278.485
5,253.452,194.209
6,351.078,192.540
7,353.582,271.809
8,254.287,274.313
9,452.042,192.540
10,549.668,189.203
11,553.006,268.472
12,454.545,271.809
13,651.466,187.534
14,749.927,185.031
15,749.927,263.465
16,654.804,268.472
