 ,X,Y
1,48.396,252.827
2,151.654,250.949
3,146.648,340.231
4,52.359,340.231
5,245.943,249.280
6,346.906,249.280
7,346.906,336.059
8,248.446,336.059
9,442.864,246.777
10,543.827,244.274
11,544.662,331.887
12,446.201,334.390
13,640.619,241.771
14,740.748,240.102
15,740.748,328.549
16,645.626,331.887
