 ,X,Y
1,32.542,288.706
2,131.628,287.663
3,132.463,367.767
4,34.002,371.104
5,230.089,283.491
6,328.549,280.988
7,329.384,365.263
8,232.592,365.263
9,430.348,279.319
10,526.305,278.485
11,527.139,360.257
12,430.348,361.926
13,624.765,275.147
14,724.060,275.147
15,725.729,356.085
16,626.434,359.423
