 ,X,Y
1,46.727,287.872
2,147.482,286.829
3,147.482,372.773
4,49.022,373.608
5,241.771,283.491
6,343.569,281.822
7,345.238,368.601
8,245.108,370.270
9,441.195,280.154
10,539.655,278.485
11,541.324,364.429
12,443.698,366.932
13,638.950,277.650
14,739.080,276.816
15,740.748,360.257
16,640.619,362.760
