 ,X,Y
1,42.555,273.687
2,138.304,273.478
3,139.138,356.919
4,44.850,359.423
5,237.599,269.306
6,338.562,269.306
7,336.893,351.913
8,242.605,354.416
9,436.188,266.803
10,534.649,265.134
11,535.483,347.741
12,438.692,350.244
13,634.778,263.465
14,729.901,262.631
15,732.404,344.403
16,636.447,346.906
