 ,X,Y
1,50.899,181.902
2,150.820,177.521
3,153.323,260.962
4,50.690,263.465
5,251.784,177.521
6,350.244,175.018
7,353.582,256.790
8,252.618,260.962
9,450.373,175.852
10,548.834,171.680
11,551.337,254.287
12,450.373,255.956
13,650.632,172.514
14,749.927,167.508
15,750.761,249.280
16,651.466,251.784
