0.000000 0 1198 1198
0.000000 1 772 772
1.000031 0 1199 1199
1.000031 1 773 773
2.000061 0 1820 1820
2.000061 1 1149 1149
3.000092 0 2376 2376
3.000092 1 1530 1530
4.000122 0 2455 2455
4.000122 1 1571 1571
5.000153 0 3069 3069
5.000153 1 1943 1943
6.000183 0 3240 3240
6.000183 1 2049 2049
7.000214 0 2898 2898
7.000214 1 1841 1841
8.000244 0 3159 3159
8.000244 1 1956 1956
9.000275 0 3190 3190
9.000275 1 1995 1995
10.000305 0 3019 3019
10.000305 1 1829 1829
11.000336 0 3284 3284
11.000336 1 1882 1882
12.000366 0 3212 3212
12.000366 1 1931 1931
13.000397 0 3010 3010
13.000397 1 1932 1932
14.000427 0 3044 3044
14.000427 1 2106 2106
15.000458 0 2956 2956
15.000458 1 2137 2137
16.000488 0 2915 2915
16.000488 1 2066 2066
17.000519 0 2938 2938
17.000519 1 2184 2184
18.000549 0 2778 2778
18.000549 1 2346 2346
19.000580 0 2526 2526
19.000580 1 2474 2474
20.000610 0 2149 2149
20.000610 1 2759 2759
21.000641 0 1916 1916
21.000641 1 2970 2970
22.000671 0 1731 1731
22.000671 1 3123 3123
23.000702 0 1520 1520
23.000702 1 3383 3383
24.000732 0 1349 1349
24.000732 1 3557 3557
25.000763 0 1177 1177
25.000763 1 3716 3716
26.000793 0 1084 1084
26.000793 1 3855 3855
27.000824 0 1044 1044
27.000824 1 3913 3913
28.000854 0 964 964
28.000854 1 3967 3967
29.000885 0 899 899
29.000885 1 4052 4052
30.000916 0 794 794
30.000916 1 4174 4174
31.000946 0 733 733
31.000946 1 4216 4216
32.000977 0 642 642
32.000977 1 4358 4358
33.001007 0 561 561
33.001007 1 4435 4435
34.001038 0 460 460
34.001038 1 4558 4558
35.001068 0 406 406
35.001068 1 4617 4617
36.001099 0 368 368
36.001099 1 4654 4654
37.001129 0 326 326
37.001129 1 4709 4709
38.001160 0 308 308
38.001160 1 4700 4700
39.001190 0 292 292
39.001190 1 4766 4766
40.001221 0 276 276
40.001221 1 4777 4777
41.001251 0 258 258
41.001251 1 4751 4751
42.001282 0 247 247
42.001282 1 4799 4799
43.001312 0 242 242
43.001312 1 4808 4808
44.001343 0 235 235
44.001343 1 4827 4827
45.001373 0 232 232
45.001373 1 4831 4831
46.001404 0 225 225
46.001404 1 4856 4856
47.001434 0 209 209
47.001434 1 4865 4865
48.001465 0 200 200
48.001465 1 4842 4842
49.001495 0 193 193
49.001495 1 4866 4866
50.001526 0 191 191
50.001526 1 4884 4884
51.001556 0 186 186
51.001556 1 4844 4844
52.001587 0 188 188
52.001587 1 4885 4885
53.001617 0 187 187
53.001617 1 4886 4886
54.001648 0 190 190
54.001648 1 4860 4860
55.001678 0 190 190
55.001678 1 4891 4891
56.001709 0 195 195
56.001709 1 4850 4850
57.001740 0 196 196
57.001740 1 4831 4831
58.001770 0 198 198
58.001770 1 4846 4846
59.001801 0 195 195
59.001801 1 4848 4848
60.001831 0 199 199
60.001831 1 4820 4820
61.001862 0 197 197
61.001862 1 4881 4881
62.001892 0 200 200
62.001892 1 4816 4816
63.001923 0 187 187
63.001923 1 4855 4855
64.001953 0 166 166
64.001953 1 4913 4913
65.001984 0 159 159
65.001984 1 4875 4875
66.002014 0 191 191
66.002014 1 4883 4883
67.002045 0 217 217
67.002045 1 4896 4896
68.002075 0 257 257
68.002075 1 4796 4796
69.002106 0 299 299
69.002106 1 4788 4788
70.002136 0 383 383
70.002136 1 4699 4699
71.002167 0 440 440
71.002167 1 4582 4582
72.002197 0 531 531
72.002197 1 4551 4551
73.002228 0 622 622
73.002228 1 4449 4449
74.002258 0 732 732
74.002258 1 4322 4322
75.002289 0 785 785
75.002289 1 4270 4270
76.002319 0 862 862
76.002319 1 4174 4174
77.002350 0 1055 1055
77.002350 1 4023 4023
78.002380 0 1148 1148
78.002380 1 3912 3912
79.002411 0 1246 1246
79.002411 1 3829 3829
80.002441 0 1273 1273
80.002441 1 3769 3769
81.002472 0 1325 1325
81.002472 1 3778 3778
82.002502 0 1310 1310
82.002502 1 3738 3738
83.002533 0 1319 1319
83.002533 1 3761 3761
84.002563 0 1340 1340
84.002563 1 3721 3721
85.002594 0 1376 1376
85.002594 1 3700 3700
86.002625 0 1354 1354
86.002625 1 3711 3711
87.002655 0 1393 1393
87.002655 1 3666 3666
88.002686 0 1382 1382
88.002686 1 3691 3691
89.002716 0 1352 1352
89.002716 1 3719 3719
90.002747 0 1350 1350
90.002747 1 3722 3722
91.002777 0 1310 1310
91.002777 1 3776 3776
92.002808 0 1238 1238
92.002808 1 3864 3864
93.002838 0 1159 1159
93.002838 1 3878 3878
94.002869 0 1136 1136
94.002869 1 3935 3935
95.002899 0 1111 1111
95.002899 1 4006 4006
96.002930 0 1104 1104
96.002930 1 3923 3923
97.002960 0 1146 1146
97.002960 1 3933 3933
98.002991 0 1107 1107
98.002991 1 4015 4015
99.003021 0 1110 1110
99.003021 1 3934 3934
100.003052 0 1124 1124
100.003052 1 3940 3940
101.003082 0 1175 1175
101.003082 1 3916 3916
102.003113 0 1208 1208
102.003113 1 3880 3880
103.003143 0 1220 1220
103.003143 1 3860 3860
104.003174 0 1226 1226
104.003174 1 3863 3863
105.003204 0 1303 1303
105.003204 1 3805 3805
106.003235 0 1315 1315
106.003235 1 3750 3750
107.003265 0 1372 1372
107.003265 1 3718 3718
108.003296 0 1372 1372
108.003296 1 3692 3692
109.003326 0 1329 1329
109.003326 1 3766 3766
