0.000000 0.000000 400861 -1	0 1 1.000000  -1.583458 -25.815797 0  0.000000 0.000000 0  2.988435 0 0.296218  0.000000e+00
0.000000 0.000000 400862 -1	1 1 1.000000  1.886021 -12.172013 0  -0.164165 0.470225 0  2.244336 0 0.538474  4.744464e-07
0.000000 0.000000 400863 -1	2 1 1.000000  27.963284 10.846917 0  0.000000 0.000000 0  2.883228 0 0.506990  0.000000e+00
0.000000 0.000000 400864 -1	3 1 1.000000  -43.714326 -35.616378 0  0.113148 -1.283869 0  1.994207 0 0.452369  9.416078e-07
0.000000 0.000000 400865 -1	4 1 1.000000  -29.802668 21.766698 0  0.000000 0.000000 0  1.118107 0 0.520230  0.000000e+00
0.000000 0.000000 400866 -1	5 1 1.000000  33.597148 -18.969435 0  0.000000 0.000000 0  1.828750 0 0.615630  0.000000e+00
0.000000 0.000000 400867 -1	6 1 1.000000  21.754979 -1.803745 0  0.000000 0.000000 0  1.827231 0 0.455772  0.000000e+00
0.000000 0.000000 400868 -1	7 1 1.000000  23.459626 -1.722118 0  -0.557373 -3.274372 0  1.251336 0 0.519501  2.803317e-06
0.000000 0.000000 400869 -1	8 1 1.000000  21.085706 -10.811932 0  0.000000 0.000000 0  0.478394 0 0.526673  0.000000e+00
0.000000 0.000000 400870 -1	9 1 1.000000  -12.102837 -36.707914 0  0.000000 0.000000 0  2.194024 0 0.422415  0.000000e+00
0.000000 0.000000 400871 -1	10 1 1.000000  -22.559366 -3.266898 0  0.000000 0.000000 0  0.717955 0 0.440177  0.000000e+00
0.000000 0.000000 400872 -1	11 1 1.000000  -0.631126 -41.823604 0  0.000000 0.000000 0  2.213716 0 0.618438  0.000000e+00
0.000000 0.000000 400873 -1	12 1 1.000000  -13.118950 -8.892446 0  0.000000 0.000000 0  1.009104 0 0.357384  0.000000e+00
0.000000 0.000000 400874 -1	13 1 1.000000  42.167517 14.578224 0  0.587221 -0.260387 0  2.815008 0 0.670582  7.299680e-07
0.000000 0.000000 400875 -1	14 1 1.000000  -28.042569 32.295929 0  0.000000 0.000000 0  0.960424 0 0.493680  0.000000e+00
0.000000 0.000000 400876 -1	15 1 1.000000  -37.869278 16.649397 0  0.000000 0.000000 0  2.106413 0 0.513139  0.000000e+00
0.000000 0.000000 400877 -1	16 1 1.000000  -26.830928 -33.790369 0  0.000000 0.000000 0  0.674518 0 0.581659  0.000000e+00
0.000000 0.000000 400878 -1	17 1 1.000000  -31.675228 -44.669521 0  -0.051340 -0.114650 0  0.591514 0 0.558121  1.269383e-07
0.000000 0.000000 400879 -1	18 1 1.000000  0.213043 -22.626883 0  0.000000 0.000000 0  0.668048 0 0.516285  0.000000e+00
0.000000 0.000000 400880 -1	19 1 1.000000  -33.301320 21.543496 0  0.000000 0.000000 0  0.890701 0 0.516779  0.000000e+00
0.000000 0.000000 400881 -1	20 1 1.000000  5.970684 -3.291933 0  0.036645 -0.010904 0  2.665982 0 0.475388  5.919449e-08
0.000000 0.000000 400882 -1	21 1 1.000000  46.163363 6.972982 0  0.000000 0.000000 0  2.752671 0 0.743133  0.000000e+00
0.000000 0.000000 400883 -1	22 1 1.000000  11.472059 -0.351934 0  0.000000 0.000000 0  2.974596 0 0.409222  0.000000e+00
0.000000 0.000000 400884 -1	23 1 1.000000  26.930983 43.698019 0  0.000000 0.000000 0  2.848263 0 0.472047  0.000000e+00
0.000000 0.000000 400885 -1	24 1 1.000000  38.132510 22.638119 0  0.000000 0.000000 0  2.066209 0 0.387212  0.000000e+00
0.000000 0.000000 400886 -1	25 1 1.000000  -35.107383 45.929033 0  0.000000 0.000000 0  0.426210 0 0.564418  0.000000e+00
0.000000 0.000000 400887 -1	26 1 1.000000  -22.798627 -7.106749 0  -0.112985 0.563122 0  0.398080 0 0.755098  9.530722e-07
0.000000 0.000000 400888 -1	27 1 1.000000  8.358725 27.259880 0  0.699071 -0.986495 0  1.601454 0 0.611045  1.365536e-06
0.000000 0.000000 400889 -1	28 1 1.000000  -32.522281 35.068363 0  0.000000 0.000000 0  0.395770 0 0.527280  0.000000e+00
0.000000 0.000000 400890 -1	29 1 1.000000  33.032176 44.883750 0  0.000000 0.000000 0  0.367450 0 0.521859  0.000000e+00
0.000000 0.000000 400891 -1	30 1 1.000000  -43.441507 -40.691979 0  0.000000 0.000000 0  3.094024 0 0.567444  0.000000e+00
0.000000 0.000000 400892 -1	31 1 1.000000  -44.350567 -7.903572 0  -1.626806 1.875516 0  2.174209 0 0.401335  2.207277e-06
0.000000 0.000000 400893 -1	32 1 1.000000  -16.778785 -2.823622 0  0.000000 0.000000 0  1.340004 0 0.634670  0.000000e+00
0.000000 0.000000 400894 -1	33 1 1.000000  28.937804 -46.549745 0  0.000000 0.000000 0  0.137307 0 0.372660  0.000000e+00
0.000000 0.000000 400895 -1	34 1 1.000000  13.742396 38.205483 0  0.000000 0.000000 0  1.672635 0 0.418321  0.000000e+00
0.000000 0.000000 400896 -1	35 1 1.000000  36.574225 -45.297447 0  -0.039850 -0.031566 0  0.095348 0 0.625797  5.876002e-08
0.000000 0.000000 400897 -1	36 1 1.000000  -42.640902 33.479072 0  0.000000 0.000000 0  2.927803 0 0.377430  0.000000e+00
0.000000 0.000000 403060 -1	2199 1 1.000000  44.163928 16.333654 0  -1.825836 -0.884470 0  -0.033776 0 0.570193  2.100730e-06
0.000000 0.000000 400899 -1	38 1 1.000000  -18.167790 -25.197593 0  0.000000 0.000000 0  2.058429 0 0.502929  0.000000e+00
0.000000 0.000000 400900 -1	39 1 1.000000  -32.869124 15.184021 0  0.609163 -0.669327 0  1.471615 0 0.302795  6.976706e-07
0.000000 0.000000 400901 -1	40 1 1.000000  11.310823 32.715455 0  -0.764960 0.851776 0  2.946859 0 0.637070  1.345870e-06
0.000000 0.000000 400902 -1	41 1 1.000000  49.037890 36.736191 0  0.000000 0.000000 0  2.435564 0 0.411957  0.000000e+00
0.000000 0.000000 400903 -1	42 1 1.000000  16.110667 -17.871098 0  0.000000 0.000000 0  1.043407 0 0.534972  0.000000e+00
0.000000 0.000000 400904 -1	43 1 1.000000  -31.586451 -5.682736 0  0.000000 0.000000 0  3.093561 0 0.425164  0.000000e+00
0.000000 0.000000 403059 -1	2198 1 1.000000  -24.524787 -31.493368 0  0.000000 0.000000 0  1.312799 0 0.487004  0.000000e+00
0.000000 0.000000 400906 -1	45 1 1.000000  -8.776073 -4.108609 0  0.000000 0.000000 0  1.179830 0 0.576720  0.000000e+00
0.000000 0.000000 400907 -1	46 1 1.000000  47.739789 11.715855 0  0.009740 -0.369649 0  0.387181 0 0.509607  2.743425e-07
0.000000 0.000000 400908 -1	47 1 1.000000  -15.446500 9.091883 0  0.000000 0.000000 0  2.838561 0 0.535568  0.000000e+00
0.000000 0.000000 400909 -1	48 1 1.000000  18.583724 33.811927 0  1.046678 -1.035872 0  1.783127 0 0.457890  1.413530e-06
0.000000 0.000000 400910 -1	49 1 1.000000  15.360084 43.153655 0  0.000000 0.000000 0  0.674642 0 0.753165  0.000000e+00
0.000000 0.000000 400911 -1	50 1 1.000000  -40.802741 -3.757278 0  0.000000 0.000000 0  1.473825 0 0.669299  0.000000e+00
0.000000 0.000000 400912 -1	51 1 1.000000  14.114846 -3.204498 0  0.000000 0.000000 0  2.461180 0 0.651851  0.000000e+00
0.000000 0.000000 400913 -1	52 1 1.000000  17.661640 24.222967 0  0.000000 0.000000 0  1.169818 0 0.459861  0.000000e+00
0.000000 0.000000 400914 -1	53 1 1.000000  -27.386410 -40.596174 0  -0.452576 0.320212 0  0.220701 0 0.419688  4.992034e-07
0.000000 0.000000 400915 -1	54 1 1.000000  20.605594 -45.903807 0  0.000000 0.000000 0  0.002252 0 0.541643  0.000000e+00
0.000000 0.000000 400916 -1	55 1 1.000000  -45.732810 23.790038 0  0.000000 0.000000 0  2.676214 0 0.510554  0.000000e+00
0.000000 0.000000 400917 -1	56 1 1.000000  -41.467110 3.570673 0  -0.575952 -0.431662 0  0.919036 0 0.341495  5.833053e-07
0.000000 0.000000 400918 -1	57 1 1.000000  -41.200927 -40.095465 0  0.000000 0.000000 0  1.966517 0 0.273313  0.000000e+00
0.000000 0.000000 400919 -1	58 1 1.000000  38.557360 33.325634 0  0.000000 0.000000 0  2.240541 0 0.414054  0.000000e+00
