5733 64 70	100 110
1 1 1.000000  16.955835 13.309802 0  -0.199404 -18.330708 0  1.306693 0 0.573194  5.623344e-06
1 1 1.000000  -15.621057 -22.903015 0  0.666028 -31.646619 0  -1.488549 0 0.857700  4.042207e-06
0 1 1.000000  49.501853 -44.948236 0  0.015235 -46.867909 0  1.574292 0 0.413560  1.282934e-07
1 1 1.000000  -11.635740 36.496157 0  0.811353 -2.253216 0  -0.420119 0 1.299709  9.827557e-06
1 1 1.000000  39.071875 22.120920 0  -0.759280 -10.035963 0  -4.637460 0 0.235804  3.809890e-06
1 1 1.000000  14.649704 7.204802 0  0.474872 -21.533309 0  1.520358 0 1.053474  5.988670e-06
1 1 1.000000  -20.917908 45.454370 0  1.272020 -3.352703 0  1.182357 0 0.225370  3.793820e-06
1 1 1.000000  41.235246 -1.005138 0  -1.438350 -21.795613 0  -0.391166 0 0.722718  6.471970e-06
0 1 1.000000  48.561514 46.126313 0  0.340848 -1.880416 0  4.001527 0 0.322066  2.912532e-06
0 1 1.000000  -41.757991 15.358972 0  -1.643993 -14.164498 0  1.750497 0 0.543067  4.087134e-06
0 1 1.000000  44.706750 34.954585 0  -0.230599 -4.571370 0  -0.804045 0 0.671159  6.210427e-06
0 1 1.000000  -6.425282 8.988793 0  -0.209396 -16.440393 0  -1.474450 0 0.454603  4.258651e-06
1 1 1.000000  38.221335 -46.442374 0  -2.670955 -52.457650 0  -2.045706 0 0.399744  1.754633e-07
1 1 1.000000  40.066826 -2.362286 0  -1.244215 -22.696378 0  -1.885906 0 0.863434  5.970304e-06
1 1 1.000000  30.394340 -26.537909 0  -3.056637 -34.385244 0  -0.859835 0 0.665819  2.987586e-06
0 1 1.000000  -39.924616 22.565292 0  1.055045 -8.993925 0  1.707605 0 1.029907  7.095440e-06
1 1 1.000000  30.702116 14.710216 0  -0.485808 -16.073193 0  -1.385232 0 0.396459  4.538495e-06
1 1 1.000000  28.753426 -19.036341 0  -0.151204 -30.421988 0  1.712948 0 0.957540  4.146032e-06
0 1 1.000000  -5.872259 -33.393397 0  -0.580796 -41.368242 0  2.422887 0 0.750763  2.090373e-06
0 1 1.000000  0.806639 -37.465071 0  -0.468753 -45.873598 0  4.873357 0 0.959455  1.705249e-06
1 1 1.000000  -16.720501 -42.719278 0  -0.340426 -61.030272 0  -1.658021 0 0.900927  8.740138e-07
1 1 1.000000  33.887655 -7.889935 0  -0.240767 -23.775645 0  -1.397869 0 0.459760  3.021284e-06
1 1 1.000000  41.908682 42.461638 0  0.574125 -1.744530 0  -1.351733 0 0.395656  6.168290e-06
0 1 1.000000  49.518165 -36.254845 0  -0.040171 -41.034711 0  1.583557 0 0.344322  7.628260e-07
0 1 1.000000  -41.480716 -7.316194 0  -1.165277 -25.023737 0  0.214080 0 0.492825  4.730589e-06
1 1 1.000000  -6.675061 -36.267775 0  -1.417953 -43.544340 0  -4.528020 0 0.382514  1.185764e-06
0 1 1.000000  -44.762490 -14.567369 0  0.203588 -29.387807 0  -1.681585 0 0.542901  3.807854e-06
1 1 1.000000  38.371227 -25.593480 0  -0.399557 -33.699294 0  -4.891056 0 0.644750  2.916418e-06
1 1 1.000000  41.702167 -39.244231 0  1.446511 -44.529293 0  -1.479239 0 0.366447  1.298944e-06
1 1 1.000000  -30.998193 -27.063643 0  1.151740 -34.776476 0  -4.791763 0 0.272362  1.570696e-06
0 1 1.000000  -42.886399 -39.692765 0  0.017207 -45.261430 0  -1.637296 0 0.987376  1.137920e-06
0 1 1.000000  -42.141534 44.082348 0  0.172449 0.159443 0  1.345638 0 0.385902  4.875407e-06
1 1 1.000000  -20.733116 -33.518656 0  -4.627126 -45.539264 0  0.854208 0 0.741933  2.766965e-06
1 1 1.000000  33.989516 1.472525 0  1.410457 -21.251226 0  -2.307864 0 0.831748  5.542827e-06
1 1 1.000000  17.658993 -9.612739 0  -2.110196 -28.081064 0  4.646900 0 0.388327  3.245976e-06
1 1 1.000000  -21.051167 23.486708 0  -4.332022 -10.939993 0  -1.047348 0 0.383536  4.902453e-06
1 1 1.000000  16.205442 7.759699 0  -0.461979 -14.111309 0  1.546217 0 0.496025  5.080012e-06
1 1 1.000000  28.695448 -6.542089 0  -0.427876 -24.353904 0  1.689211 0 0.432625  3.670660e-06
0 1 1.000000  47.537549 -30.443855 0  0.593027 -37.403064 0  2.114715 0 0.598541  2.704064e-06
1 1 1.000000  39.799341 -24.684963 0  0.343802 -33.348275 0  -5.325176 0 0.798831  4.388555e-06
1 1 1.000000  5.707167 8.698890 0  -0.486405 -16.680974 0  -1.366432 0 0.749838  6.477946e-06
0 1 1.000000  -3.928513 -18.112965 0  0.617289 -13.919419 0  1.423964 0 0.188272  1.937311e-06
0 1 1.000000  48.804065 -19.464194 0  -0.311280 -32.199236 0  1.588677 0 0.705943  3.455955e-06
1 1 1.000000  26.261561 -14.916433 0  -0.608378 -27.731787 0  -1.749522 0 0.600491  2.920322e-06
1 1 1.000000  16.820277 2.977078 0  1.761625 -22.791289 0  -1.163899 0 0.753616  4.931103e-06
1 1 1.000000  32.850733 41.335082 0  -0.106952 -0.708009 0  -4.940659 0 0.500803  6.232715e-06
1 1 1.000000  -5.290439 20.858853 0  -4.174631 -10.693746 0  -3.748668 0 0.424513  6.356516e-06
1 1 1.000000  22.085798 10.246229 0  -3.714839 -15.885537 0  2.991466 0 0.716594  5.543850e-06
